"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"ciencias-natureza",2021,101," A imagem apresenta as etapas do funcionamento de uma estação individual para tratamento do esgoto residencial. TAVARES, K. Estações de tratamento de esgoto individuais permitem a reutilização da água. Disponível em: https://extra.globo.com. Acesso em: 18 nov 2014 (adaptado). "," Em qual etapa decanta-se o lodo a ser separado do esgoto residencial? ","1","2","3","5","6","C","enem-data/enem-2021/101-images/context_img_0.png"
"ciencias-natureza",2021,102," O plantio por estaquia é um método de propagação de plantas no qual partes de um espécime são colocadas no solo para produzir novas gerações. Na floricultura, é comum utilizar o caule das roseiras para estaquia, pois a propagação da planta é positiva em razão da aplicação de auxinas na porção inferior do caule. "," A utilização de auxinas no método de estaquia das roseiras contribui para ","floração da planta.","produção de gemas laterais.","formação de folhas maiores.","formação de raízes adventícias.","produção de compostos energéticos.","D",""
"ciencias-natureza",2021,103,"A icterícia, popularmente conhecida por amarelão, é uma patologia frequente em recém-nascidos. Um bebê com icterícia não consegue metabolizar e excretar de forma eficiente a bilirrubina. Com isso, o acúmulo dessa substância deixa-o com a pele amarelada. A fototerapia é um tratamento da icterícia neonatal, que consiste na irradiação de luz no bebê. Na presença de luz, a bilirrubina é convertida no seu isômero lumirrubina que, por ser mais solúvel em água, é excretada pela bile ou pela urina. A imagem ilustra o que ocorre nesse tratamento. MOREIRA, M. et al. O recém-nascido de alto risco: teoria e prática do cuidar [on-line]. Rio de Janeiro: Fiocruz, 2004 (adaptado).","Na fototerapia, a luz provoca a conversão da bilirrubina no seu isômero "," ótico.","	funcional.","de cadeia.","de posição.","geométrico.","C",""
"ciencias-natureza",2021,104," Analisando a ficha técnica de um automóvel popular, verificam-se algumas características em relação ao seu desempenho. Considerando o mesmo automóvel em duas versões, uma delas funcionando a álcool e outra, a gasolina, tem-se os dados apresentados no quadro, em relação ao desempenho de cada motor. "," Considerando desprezível a resistência do ar, qual versão apresenta a maior potência? ","Como a versão a gasolina consegue a maior aceleração, esta é a que desenvolve a maior potência.","Como a versão a gasolina atinge a maior valor de energia cinética, esta é a que desenvolve a maior potência.","Como a versão a álcool apresenta a maior taxa de variação de energia cinética, esta é a que desenvolve a maior potência.","Como ambas as versões apresentam a mesma variação de velocidade no cálculo da aceleração, a potência desenvolvida é a mesma.","Como a versão a gasolina fica com o motor trabalhando por mais tempo para atingir os 100 km/h, esta é a que desenvolve a maior potência.","C",""
"ciencias-natureza",2021,105," Um garoto precisa montar um circuito que acenda três lâmpadas de cores diferentes, uma de cada vez. Ele dispõe das lâmpadas, de fios, uma bateria e dois interruptores, como ilustrado, junto com seu símbolo de três pontos. Quando esse interruptor fecha AB, abre BC e vice-versa. "," O garoto fez cinco circuitos elétricos usando os dois interruptores, mas apenas um satisfaz a sua necessidade. Esse circuito é representado por ","enem-data/enem-2021/105-images/alt_img_0.png","enem-data/enem-2021/105-images/alt_img_1.png","enem-data/enem-2021/105-images/alt_img_2.png","enem-data/enem-2021/105-images/alt_img_3.png","enem-data/enem-2021/105-images/alt_img_4.png","D","enem-data/enem-2021/105-images/context_img_0.png"
"ciencias-natureza",2021,106," O emprego de células de combustível a hidrogênio pode ser uma tecnologia adequada ao transporte automotivo. O quadro apresenta características de cinco tecnologias mais proeminentes de células de combustível. Testes operacionais com esses tipos de células têm indicado que as melhores alternativas para veículos são as que operam em baixos níveis de energia térmica, são formadas por membranas de eletrólitos poliméricos e ocorrem em meio ácido. THOMAS, S; ZALBOWITZ, M. Full cells: green power. Losalamos National Laboratory. Los Alamos, NM, 1999 (adaptado). "," A tecnologia testada mais adequada para o emprego em veículos automotivos é a célula de combustível ","AFC.","MSFC.","PEM.","PAFC.","SOFC.","C","enem-data/enem-2021/106-images/context_img_0.png"
"ciencias-natureza",2021,107," Considere a tirinha, na situação em que a temperatura do ambiente é inferior à temperatura corporal dos personagens. "," O incômodo mencionado pelo personagem da tirinha deve-se ao fato de que, em dias úmidos, ","a temperatura do vapor-d'água presente no ar é alta.","o suor apresenta maior dificuldade para evaporar do corpo.","a taxa de absorção de radiação pelo corpo torna-se maior.","o ar torna-se mau condutor e dificulta o processo de liberação de calor.","o vapor-d'água presente no ar condensa-se ao entrar em contato com a pele.","B","enem-data/enem-2021/107-images/context_img_0.png"
"ciencias-natureza",2021,108," As águas subterrâneas têm sido contaminadas pelo uso de pesticidas na agricultura. Entre as várias substâncias usualmente encontradas, algumas são apresentadas na figura. A distinção dessas substâncias pode ser feita por meio de uma análise química qualitativa, ou seja, determinando sua presença mediante a adição de um reagente específico. O hidróxido de sódio é capaz de identificar a presença de um desses pesticidas pela reação ácido-base de Brönsted-Lowry. "," O teste positivo será observado com o pesticida ","I ","II","III","IV ","V","C","enem-data/enem-2021/108-images/context_img_0.png"
"ciencias-natureza",2021,109," Com o aumento da população de suínos no Brasil, torna-se necessária a adoção de métodos para reduzir o potencial poluidor dos resíduos dessa agroindústria, uma vez que, comparativamente ao esgoto doméstico, os dejetos suínos são 200 vezes mais poluentes. Sendo assim, a utilização desses resíduos como matéria-prima na obtenção de combustíveis é uma alternativa que permite diversificar a matriz energética nacional, ao mesmo tempo em que parte dos recursos hídricos do país são preservados.   BECK, A. M. Resíduos suínos como alternativa energética sustentável. XXVII Encontro Nacional de Engenharia de Produção. Anais ENEGEP, Foz do Iguaçu, 2007 (adaptado). "," O biocombustível a que se refere o texto é o ","etanol ","biogás ","butano ","metanol ","biodiesel","B",""
"ciencias-natureza",2021,110," A curcumina, uma das substâncias que confere a cor alaranjada ao açafrão, pode auxiliar no combate à dengue quando adicionada à água de criadouros do mosquito transmissor. Essa substância acumula-se no intestino do inseto após ser ingerida com a água do criadouro e, quando ativada pela luz, induz a produção de espécies reativas de oxigênio que danificam de forma fatal o tecido do tubo digestório.   TOLEDO, K. Corante do açafrão pode ser útil no combate à dengue. Disponível em: http://agencia.fapesp.br. Acesso em: 25 abr. 2015. (adaptado). "," A forma de combate relatada tem como atividade o(a) ","morte do indivíduo adulto.","redução da eclosão dos ovos.","comprometimento da metamorfose.","impedimento do desenvolvimento da larva.","repelência da forma transmissora da doença.","D",""
"ciencias-natureza",2021,111," Na cidade de São Paulo, as ilhas de calor são responsáveis pela alteração da direção do fluxo da brisa marítima que deveria atingir a região de mananciais. Mas, ao cruzar a ilha de calor, a brisa marítima agora encontra um fluxo de ar vertical, que transfere para ela energia térmica absorvidas das superfícies quentes da cidade, deslocando-a para altas altitudes. Dessa maneira, há condensação e chuvas fortes no centro da cidade, em vez de na região de mananciais. A imagem apresenta os três subsistemas que trocam energia nesse fenômeno. No processo de fortes chuvas no centro da cidade de São Paulo,  há dois mecanismos dominantes de transferência de calor: entre o Sol e ilha de calor, e entre a ilha de calor e a brisa marítima.   VIVEIROS, M. Ilhas de calor afastam chuvas de represas. Disponível em: www2.feis.unesp.br. Acesso em: 3 de dez. 2019 (adaptado). "," Esses mecanismos são, respectivamente, ","irradiação e convecção.","irradiação e irradiação.","condução e irradiação.","convecção e irradiação.","convecção e convecção.","A","enem-data/enem-2021/111-images/context_img_0.png"
"ciencias-natureza",2021,112,"No seu estudo sobre a queda dos corpos, Aristóteles afirmava que se abandonarmos corpos leves e pesados de uma mesma altura, o mais pesado chegaria mais rápido ao solo. Essa ideia está apoiada em algo que é difícil de refutar, a observação direta da realidade baseada no senso comum. Após uma aula de física, dois colegas estavam discutindo sobre a queda dos corpos, e um tentava convencer o outro de que tinha razão: Colega A: “O corpo mais pesado cai mais rápido que um menos pesado, quando largado de uma mesma altura. Eu provo, largando uma pedra e uma rolha. A pedra chega antes. Pronto! Tá provado!”.Colega B: “Eu não acho! Peguei uma folha de papel esticado e deixei cair. Quando amassei, ela caiu mais rápido. Como isso é possível? Se era a mesma folha de papel, deveria cair do mesmo jeito. Tem que ter outra explicação!”. HÜLSENDEGER, M. Uma análise das concepções dos alunos sobre a queda dos corpos. Caderno Brasileiro de Ensino de Física, n. 3, dez. 2004 (adaptado).","O aspecto físico comum que explica a diferença de comportamento dos corpos em queda nessa discussão é o(a)","peso dos corpos.","resistência do ar.","massa dos corpos.","densidade dos corpos.","aceleração da gravidade.","B",""
"ciencias-natureza",2021,113," A obtenção de etanol utilizando a cana-de-açúcar envolve a fermentação dos monossacarídeos formadores da sacarose contida no melaço. Um desses formadores é a glicose (C6H12O6), cuja fermentação produz cerca de 50 g de etanol a partir de 100 g de glicose, conforme a equação química descrita. Em uma condição específica de fermentação, obtém-se 80% de conversão em etanol que, após sua purificação, apresenta densidade igual a 0,80 g/mL. O melaço utilizado apresentou 50 kg de monossacarídeos na forma de glicose. "," O volume de etanol, em litro, obtido nesse processo é mais próximo de ","16.","20.","25.","64.","100.","C","enem-data/enem-2021/113-images/context_img_0.png"
"ciencias-natureza",2021,114," Com o objetivo de identificar a melhor espécie produtora de madeira para construção 9com resistência mecânica e à degradação), foram analisadas as estruturas anatômicas de cinco espécies, conforme o quadro. "," Qual espécie corresponde ao objetivo proposto? ","1","2","3","4","5","A","enem-data/enem-2021/114-images/context_img_0.png"
"ciencias-natureza",2021,115,"No outono, as folhas das árvores mudam de cor, de verde para tons de amarelo, castanho, laranja e vermelho. A cor verde das folhas deve-se ao pigmento clorofila. Nas plantas de folhas caducas, a produção de clorofila diminui e o tom verde desvanece, permitindo assim que outros pigmentos, como o caroteno, de coloração amarelo-alaranjado, e a antocianina, de tons avermelhados, passem a dominar a tonalidade das folhas. A coloração observada se dá em função da interação desses pigmentos com a radiação solar. Conforme apresentado no espectro de absorção, as moléculas de clorofila absorvem a radiação solar nas regiões do azul e do vermelho, assim a luz refletida pelas folhas tem falta desses dois tons e as vemos na cor verde. Já as antocianinas absorvem a luz desde o azul até o verde. Nesse caso, a luz refletida pelas folhas que contêm antocianinas aparece conforme as cores complementares, ou seja, vermelho-alaranjado."," Em qual faixa do espectro visível os carotenos absorvem majoritariamente?","Entre o violeta e o azul.","Entre o azul e o verde.","Entre o verde e o amarelo.","Entre o amarelo e o laranja.","Entre o laranja e o vermelho","A",""
"ciencias-natureza",2021,116," TEXTO I No cordel intitulado Senhor dos Anéis, de autoria de Gonçalo Ferreira da Silva, lê-se a sextilha: A distância em relação Ao nosso planeta amado Pouco menos que a do Sol Ele está distanciado E menos denso que a água Quando no normal estado MEDEIROS, A.; AGRA, J. T. M., A astronomia na literatura de cordel, Física na Escola, n. 1, abr. 2010 (fragmento) TEXTO II Distâncias médias dos planetas ao Sol e suas densidades médias Características dos planetas. Disponível em: www.astronoo.com. Acesso em: 8 de nov. 2019 (adaptado) "," Considerando os versos de sextilha e as informações da tabela, a qual planeta o cordel faz referência? ","Mercúrio","Júpiter","Urano","Saturno","Netuno","D",""
"ciencias-natureza",2021,117," Cientistas da Universidade de New South Wales, na Austrália, demonstraram em 2012 que a Lei de Ohm é válida mesmo para fios finíssimos, cuja área da seção reta compreende alguns poucos átomos. A tabela apresenta as áreas e comprimentos de alguns dos fios construídos (respectivamente com as mesmas unidades de medida). Considere que a resistividade mantém-se constante para todas as geometrias (uma aproximação confirmada pelo estudo). WEBER, S. B. et al. Ohm1s Law Survivers to the atomice sacle. Science, n. 335, jan. 2012 (adaptado) "," As resistências elétricas dos fios, em ordem crescente, são   ","R1 < R2 < R3< R4","R2 < R1 < R3< R4","R2 < R3 < R1< R4","R4 < R1 < R3< R2","R4 < R3 < R2< R1","C","enem-data/enem-2021/117-images/context_img_0.png"
"ciencias-natureza",2021,118," Organismos autótrofos e heterótrofos realizam processos complementares que associam os ciclos do carbono e do oxigênio. O carbono fixado pela energia luminosa ou a partir de compostos inorgânicos é eventualmente degradado pelos organismos, resultando em fontes de carbono como metano ou gás carbônico. Ainda, outros compostos orgânicos são catabolizados pelos seres, com menor rendimento energético, produzindo compostos secundários (subprodutos) que podem funcionar como combustíveis ambientais. "," O processo metabólico associado à expressão combustíveis ambientais é a ","fotossíntese.","fermentação.","quimiossíntese.","respiração aeróbica.","fosforilação oxidativa.","B",""
"ciencias-natureza",2021,119," Um técnico analisou um lote de analgésicos que supostamente estava fora das especificações. A composição prevista era 100mg de ácido acetilsalicílico por comprimido (princípio ativo, cuja estrutura está apresentada na figura), além do amido e da celulosa (componentes inertes). O técnico realizou os seguintes testes: 1) obtenção da massa do comprimido; 2) medição da densidade do comprimido; 3) verificação do pH com papel indicador; 4) determinação da temperatura de fusão do comprimido; 5) titulação com solução aquosa de NaOH. Após a realização dos testes, o lote do medicamento foi reprovado porque a quantidade de ácido acetilsalicílico por comprimido foi de apenas 40% da esperada. "," O teste permitiu reprovar o lote de analgésicos foi o de número ","1","2","3","4","5","E","enem-data/enem-2021/119-images/context_img_0.png"
"ciencias-natureza",2021,120," O rompimento da barragem de rejeitos de mineração no município mineiro de Mariana e o derramamento de produtos tóxicos nas águas do Rio Doce, ocorridos em 2015, ainda têm consequências para os organismos que habitam o Parque Nacional Marinho de Abrolhos, localizado a mais de 1 000 quilômetros de distância. Esse desastre ambiental afetou o fitoplâncton, as esponjas, as algas macroscópicas, os peixes herbívoros e os golfinhos. FRAINER, G.; SICILIANO, S.; TAVARES, D. C. Fransciscana calls for help: […]. International Whaling Commission, Conference Paper, jun. 2016 (adaptado) "," Concentrações mais elevadas dos compostos citados são encontradas em ","esponjas.","golfinhos.","fitoplâncton.","peixes herbívoros.","algas macroscópicas.","B",""
"ciencias-natureza",2021,121," Duas esferas carregadas com cargas iguais em módulo e sinais contrários estão ligadas por uma haste rígida isolante na forma de haltere. O sistema se movimenta sob ação da gravidade numa região que tem um campo magnético horizontal uniforme  , da esquerda para a direita. A imagem apresenta o sistema visto de cima para baixo, no mesmo sentido da aceleração da gravidade  que atua na região. "," Visto de cima, o diagrama esquemático das forças magnéticas que atuam no sistema, no momento inicial em que as cargas penetram na região de campo magnético, está representado em ","enem-data/enem-2021/121-images/alt_img_0.png","enem-data/enem-2021/121-images/alt_img_1.png","enem-data/enem-2021/121-images/alt_img_2.png","enem-data/enem-2021/121-images/alt_img_3.png","","A","enem-data/enem-2021/121-images/context_img_0.png,enem-data/enem-2021/121-images/context_img_1.png,enem-data/enem-2021/121-images/context_img_2.png"
"ciencias-natureza",2021,122," Uma escola iniciou o processo educativo para implantação da coleta seletiva e destino de materiais recicláveis. Para atingir seus objetivos, a instituição planejou: 1) Sensibilizar a comunidade escolar, desenvolvendo atividades em sala e extraclasse de maneira contínua; 2) capacitar o pessoal responsável pela limpeza da escola quanto aos novos procedimentos adotados com a coleta seletiva; e 3) distribuir coletores de materiais recicláveis específicos nas salas, pátio e outros ambientes para acondicionamento dos resíduos. "," Para completar a ação proposta no ambiente escolar, o que falta ser inserido no planejamento? ","Realizar campanhas educativas de sensibilização em bairros vizinhos para fortalecer a coleta seletiva.","Filmar parceria com a prefeitura ou cooperativa de catadores para recolhimento dos materiais recicláveis e destinação apropriada.","Organizar visitas ao lixão ou aterro local para identificar aspectos importantes sobre a disposição final do lixo.","Divulgar na rádio local, no local impresso e nas redes sociais que a escola está realizando a coleta seletiva.","Colocar recipientes coletores de lixo reciclável fora da escola para entrega voluntária pela população.","B",""
"ciencias-natureza",2021,123," Os búfalos são animais considerados rústicos pelos criadores e, por isso, são deixados no campo sem controle reprodutivo. Por causa desse tipo de criação, a consanguinidade é favorecida, proporcionando o aparecimento de enfermidades, como o albinismo, defeitos cardíacos, entre outros. Separar os animais de forma adequada minimizaria a ocorrência desses problemas.   DAME,M. C. F. RIET-CORREA, F: SCHILF, A. L; Pesq. Vet. Bras., n. 7. 2013 (adaptado). "," Qual procedimento biotecnológico prévio é recomendado nessa situação? ","Transgenia.","Terapia gênica.","Vacina de DNA.","Clonagem terapêutica.","Mapeamento genético.","E",""
"ciencias-natureza",2021,124," O ciclo do cobre é um experimento didático em que o cobre metálico é utilizado como reagente de partida. Após uma sequência de reações (I, II, III, IV e V), o cobre retorna ao seu estado inicial ao final do ciclo. "," A reação de redução do cobre ocorre na etapa ","I.","II.","III.","IV.","V.","E","enem-data/enem-2021/124-images/context_img_0.png"
"ciencias-natureza",2021,125," Um dos exames clínicos mais tradicionais para medir a capacidade reflexa dos indivíduos é o exame do reflexo patelar. Esse exame consiste na estimulação da patela, um pequeno osso localizado na parte anterior da articulação do joelho, com um pequeno martelo. A resposta reflexa ao estímulo é caracterizada pelo levantamento da perna em que o estímulo foi aplicado. "," Qual região específica do sistema nervoso coordena essa resposta? ","Ponte.","Medula.","Cerebelo.","Hipotálamo.","Neuro-hipófise.","B",""
"ciencias-natureza",2021,126," Na montagem de uma cozinha para um restaurante, a escolha do material correto para as panelas é importante, pois a panela que conduz mais calor é capaz de cozinhar os alimentos mais rapidamente e, com isso, há economia de gás. A taxa de condução do calor depende da condutividade k do material da sua área A, da diferença de temperatura T e da espessura d do material, sendo dada pela relação . Em panelas com dois materiais, a taxa de condução é dada por , em que  e  são as espessuras dos dois materiais, e  e  são as condutividades de cada material. Os materiais mais comuns no mercado para panelas são o alumínio (k = 20 W/m K), o ferro (k = 8 W/m K) e ao aço (k = 5 W/m K) combinado com o cobre (k = 40 W/m K). Compara-se uma panela de ferro, uma de alumínio e uma composta de  da espessura em cobre e  da espessura em aço, todas com a mesma espessura total e com a mesma área de fundo. "," A ordem crescente da mais econômica para a menos econômica é ","cobre-aço, alumínio e ferro.","alumínio, cobre-aço e ferro","cobre-aço, ferro e alumínio","alumínio, ferro e cobre-aço","ferro, alumínio e cobre-aço","B","enem-data/enem-2021/126-images/context_img_0.png,enem-data/enem-2021/126-images/context_img_1.png,enem-data/enem-2021/126-images/context_img_2.png,enem-data/enem-2021/126-images/context_img_3.png,enem-data/enem-2021/126-images/context_img_4.png,enem-data/enem-2021/126-images/context_img_5.png,enem-data/enem-2021/126-images/context_img_6.png,enem-data/enem-2021/126-images/context_img_7.png,enem-data/enem-2021/126-images/context_img_8.png"
"ciencias-natureza",2021,127," É possível ligar aparelhos elétricos de baixa corrente utilizando materiais comuns de laboratório no lugar das tradicionais pilhas. A ilustração apresenta uma montagem que faz funcionar um cronômetro digital. "," Utilizando a representação de projetos elétricos, o circuito equivalente a esse sistema é ","enem-data/enem-2021/127-images/alt_img_0.png","enem-data/enem-2021/127-images/alt_img_1.png","enem-data/enem-2021/127-images/alt_img_2.png","enem-data/enem-2021/127-images/alt_img_3.png","enem-data/enem-2021/127-images/alt_img_4.png","B","enem-data/enem-2021/127-images/context_img_0.png"
"ciencias-natureza",2021,128,"A	figura foi extraída de um antigo jogo para computadores, chamado Bang! Bang! No jogo, dois competidores controlam os canhões A e B, disparando balas alternadamente com o objetivo de atingir o canhão do adversário; para isso, atribuem valores estimados para o módulo da velocidade inicial de disparo ( 𝑢0 ) e para o ângulo de disparo (). Em determinado momento de uma partida, o competidor B deve disparar; ele sabe que a bala disparada anteriormente,   53, passou tangenciando o ponto P. No jogo,  é igual a 10 m/s2. Considere sen 53  0,8, cos 53  0,6 e desprezível a ação de forças dissipativas. Disponível em: http://mebdownloads.butzke.net.br. Acesso em: 18 abr. 2015 (adaptado).","Com base nas distâncias dadas e mantendo o último ângulo de disparo, qual deveria ser, aproximadamente, o menor valor de   que permitiria ao disparo efetuado pelo canhão B atingir o canhão A?"," 30 m/s.","35 m/s.","40 m/s.","45 m/s.","50 m/s.","C",""
"ciencias-natureza",2021,129," Os pesticidas organoclorados foram amplamente empregados na agricultura, contudo, em razão das suas elevadas toxicidades e persistências no meio ambiente, eles foram banidos. Considere a aplicação de 500 g de um pesticida organoclorado em uma cultura e que, em certas condições, o tempo de meia-vida do pesticida no solo seja de 5 anos. "," A massa do pesticida no decorrer de 35 anos será mais próxima de ","3,9 g.","31, 2 g.","62,5 g.","125,0 g.","250,0 g.","A",""
"ciencias-natureza",2021,130," A sequência de nucleotídeos do RNA mensageiro presentes em um gene de um fungo, constituída de sete códons, está escrita a seguir Pesquisadores submeteram a sequência a mutações independentes. Sabe-se que os códons UAG e UAA são terminais, ou seja, indicam a interrupção da tradução.   "," Qual mutação produzirá a menor proteína? ","Deleção de G no códon 3.","Substituição de C por U no códon 4.","Substituição de G por C no códon 6.","Substituição de A por G no códon 7.","Deleção dos dois primeiros nucleotídeos no códon 5.","B","enem-data/enem-2021/130-images/context_img_0.png"
"ciencias-natureza",2021,131," A simples atitude de não jogar direto no lixo ou no ralo da pia o óleo de cozinha usado pode contribuir para a redução da poluição ambiental. Mas o que fazer com o óleo vegetal que não será mais usado? Não existe um modelo ideal de descarte, mas uma alternativa simples tem sido reaproveitá-lo para fazer sabão. Para isso, são necessários, além do próprio óleo, água e soda cáustica. LOBO, I. Sabão feito com óleo de cozinha. Disponível em: http://pga.pgr.mpf.gov.br. Acesso em: 29 fev. 2012 (adaptado). "," Com base no texto, a reação química que permite o reaproveitamento do óleo vegetal é denominada ","redução.","epoxidação.","substituição.","esterificação. ","saponificação. ","E",""
"ciencias-natureza",2021,132," Durante o desenvolvimento embrionário humano ocorre uma comunicação entre os átrios direito e esquerdo através do forame oval (ou forame de Botal). Essa comunicação não causa prejuízos à circulação do bebê em formação, exceto se ela perdurar após o nascimento. "," Os prejuízos no período embrionário são evitados porque a circulação fetal se assemelha à dos (as) ","aves, porque a pequena circulação e a grande circulação estão presentes.","répteis, porque a mistura de sangue é minimizada por um metabolismo lento.","crocodilianos, porque a separação dos ventrículos impede a mistura sanguínea.","peixes, porque a circulação é simples, ocorrendo uma passagem única pelo coração.","anfíbios, porque pressões diferenciais isolam temporalmente o sangue venoso do arterial.","D",""
