"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"ciencias-natureza",2016,69,"O trilho de ar é um dispositivo utilizado em laboratórios de física para analisar movimentos em que corpos de prova (carrinhos) podem se mover com atrito desprezível. A figura ilustra um trilho horizontal com dois carrinhos (1 e 2) em que se realiza um experimento para obter a massa do carrinho 2. No instante em que o carrinho 1, de massa 150,0 g, passa a se mover com velocidade escalar constante, o carrinho 2 está em repouso. No momento em que o carrinho 1 se choca com o carrinho 2, ambos passam a se movimentar juntos com velocidade escalar constante. Os sensores eletrônicos distribuídos ao longo do trilho determinam as posições e registram os instantes associados à passagem de cada carrinho, gerando os dados do quadro. "," Com base nos dados experimentais, o valor da massa do carrinho 2 é igual a ","50,0 g","250,0 g","300,0 g","450,0 g","600,0 g","C","enem-data/enem-2016/69-images/context_img_0.png,enem-data/enem-2016/69-images/context_img_1.png"
"ciencias-natureza",2016,70," Após seu desgaste completo, os pneus podem ser queimados para a geração de energia. Dentre os gases gerados na combustão completa da borracha vulcanizada, alguns são poluentes e provocam a chuva ácida. Para evitar que escapem para a atmosfera, esses gases podem ser borbulhados em uma solução aquosa contendo uma substância adequada. Considere as informações das substâncias listadas no quadro."," Dentre as substâncias listadas no quadro, aquela capaz de remover com maior eficiência os gases poluentes é o(a) ","fenol.","piridina.","metilamina.","hidrogenofosfato de potássio.","hidrogenosulfato de potássio.","D","enem-data/enem-2016/70-images/context_img_0.png"
"ciencias-natureza",2016,71," A lipofilia é um dos fatores fundamentais para o planejamento de um fármaco. Ela mede o grau de afinidade que a substância tem com ambientes apolares, podendo ser avaliada por seu coeficiente de partição."," Em relação ao coeficiente de partição da testosterona, as lipofilias dos compostos 1 e 2 são, respectivamente,   ","menor e menor que a lipofilia da testosterona.","menor e maior que a lipofilia da testosterona.","maior e menor que a lipofilia da testosterona.","maior e maior que a lipofilia da testosterona.","menor e igual que a lipofilia da testosterona.","D","enem-data/enem-2016/71-images/context_img_0.png"
"ciencias-natureza",2016,72,"Uma invenção que significou um grande avanço tecnológico na Antiguidade, a polia composta ou a associação de polias, é atribuída a Arquimedes (287 a.C. a 212 a.C.). O aparato consiste em associar uma série de polias móveis a uma polia fixa. A figura exemplifica um arranjo possível para esse aparato. É relatado que Arquimedes teria demonstrado para o rei Hierão um outro arranjo desse aparato, movendo sozinho, sobre a areia da praia, um navio repleto de passageiros e cargas, algo que seria impossível sem a participação de muitos homens. Suponha que a massa do navio era de 3 000 kg, que o coeficiente de atrito estático entre o navio e a areia era de 0,8 e que Arquimedes tenha puxado o navio com uma força F, paralela à direção do movimento e de módulo igual a 400 N. Considere os fios e as polias ideais, a aceleração da gravidade igual a 10 m/s2 e que a superfície da praia é perfeitamente horizontal. "," O número mínimo de polias móveis usadas, nessa situação, por Arquimedes foi ","3.","6.","7.","8.","10.","B","enem-data/enem-2016/72-images/context_img_0.png"
"ciencias-natureza",2016,73," O Brasil possui um grande número de espécies distintas entre animais, vegetais e microrganismos envoltos em uma imensa complexidade e distribuídas em uma grande variedade de ecossistemas. SANDES, A R. R. BLASI, G. Biodiversidade e diversidade química e genética. Disponível em: http://novastecnologias.com.br. Acesso em 22 set 2015 (adaptado). "," O incremento da variabilidade ocorre em razão da permuta genética, a qual propicia a troca de segmentos entre cromátides não irmãs na meiose. Essa troca de segmentos é determinante na ","produção de indivíduos mais férteis.","transmissão de novas características adquiridas.","recombinação genética na formação dos gametas.","ocorrência de mutações somáticas nos descendentes.","variação do número de cromossomos característico da espécie.","C",""
"ciencias-natureza",2016,74,"Num experimento, um professor deixa duas bandejas de mesma massa, uma de plástico e outra de alumínio, sobre a mesa do laboratório. Após algumas horas, ele pede aos alunos que avaliem a temperatura das duas bandejas, usando para isso o tato. Seus alunos afirmam, categoricamente, que a bandeja de alumínio encontra-se numa temperatura mais baixa. Intrigado, ele propõe uma segunda atividade, em que coloca um cubo de gelo sobre cada uma das bandejas, que estão em equilíbrio térmico com o ambiente, e os questiona em qual delas a taxa de derretimento do gelo será maior. ","O aluno que responder corretamente ao questionamento do professor dirá que o derretimento ocorrerá ","mais rapidamente na bandeja de alumínio, pois ela tem uma maior condutividade térmica que a de plástico. ","mais rapidamente na bandeja de plástico, pois ela tem inicialmente uma temperatura mais alta que a de alumínio."," mais rapidamente na bandeja de plástico, pois ela tem uma maior capacidade térmica que a de alumínio. ","mais rapidamente na bandeja de alumínio, pois ela tem um calor específico menor que a de plástico. ","com a mesma rapidez nas duas bandejas, pois apresentarão a mesma variação de temperatura. ","A",""
"ciencias-natureza",2016,75,"O esquema representa, de maneira simplificada, o processo de produção de etanol utilizando milho como matéria-prima. "," A etapa de hidrólise na produção de etanol a partir do milho é fundamental para que ","a glicose seja convertida em sacarose.","as enzimas dessa planta sejam ativadas.","a maceração favoreçа a solubilização em águа.","o amido seja transformado em substratos utilizáveis pela levedura.","os grãos com diferentes composições químicas sejam padronizados.","D","enem-data/enem-2016/75-images/context_img_0.png"
"ciencias-natureza",2016,76,"Durante a primeira fase do projeto de uma usina de geração de energia elétrica, os engenheiros da equipe de avaliação de impactos ambientais procuram saber se esse projeto está de acordo com as normas ambientais. A nova planta estará localizada à beira de um rio, cuja temperatura média da água é de 25 °C, e usará a sua água somente para refrigeração. O projeto pretende que a usina opere com 1,0 MW de potência elétrica e, em razão de restrições técnicas, o dobro dessa potência será dissipada por seu sistema de arrefecimento, na forma de calor. Para atender a resolução número 430, de 13 de maio de 2011, do Conselho Nacional do Meio Ambiente, com uma ampla margem de segurança, os engenheiros determinaram que a água só poderá ser devolvida ao rio com um aumento de temperatura de, no máximo, 3 °C em relação à temperatura da água do rio captada pelo sistema de arrefecimento. Considere o calor específico da água igual a 4 kJ/(kg °C). "," Para atender essa determinação, o valor mínimo do fluxo  água, em kg/s, para a refrigeração da usina deve ser mais próximo de "," 42. ","84."," 167. "," 250. "," 500. ","C",""
"ciencias-natureza",2016,77,"A Figura 1 apresenta o gráfico da intensidade, em decibéis (dB), da onda sonora emitida por um alto-falante, que está em repouso, e medida por um microfone em função da frequência da onda para diferentes distâncias: 3 mm, 25 mm, 51 mm e 60 mm. A Figura 2 apresenta um diagrama com a indicação das diversas faixas do espectro de frequência sonora para o modelo de alto-falante utilizado neste experimento. "," Relacionando as informações presentes nas figuras 1 e 2, como a intensidade sonora percebida é afetada pelo aumento da distância do microfone ao alto-falante? ","Aumenta na faixa das frequências médias.","Diminui na faixa das frequências agudas.","Diminui na faixa das frequências graves.","Aumenta na faixa das frequências médias altas.","Aumenta na faixa das frequências médias baixas.","C","enem-data/enem-2016/77-images/context_img_0.png,enem-data/enem-2016/77-images/context_img_1.png"
"ciencias-natureza",2016,78," TEXTO I Biocélulas combustíveis são uma alternativa tecnológica para substituição das baterias convencionais. Em uma biocélula microbiológica, bactérias catalisam reações de oxidação de substratos orgânicos. Liberam elétrons produzidos na respiração celular para um eletrodo, onde fluem por um circuito elétrico até o cátodo do sistema, produzindo corrente elétrica. Uma reação típica que ocorre em biocélulas microbiológicas utiliza o acetato como substrato. AQUINO NETO, S. Preparação e caracterização de bioanodos para biocélula a combustível etanol/O2 . Disponível em: www.teses.usp.br. Acesso em: 23 jun. 2015 (adaptado). TEXTO II Em sistemas bioeletroquímicos, os potenciais padrão (E°’) apresentam valores característicos. Para as biocélulas de acetato, considere as seguintes semirreações de redução e seus respectivos potenciais: 2 CO2 + 7H+ + 8e– → CH3COO– + 2H2O               E°’ = -0,3 V O2 + 4H+ + 4e– → 2H2O                                             E°’ = 0,8V. SCOTT, K.; YU, E. H. Microbial electrochemical and fuel cells: fundamentals and applications. Woodhead Publishing Series in Energy, n. 88, 2016 (adaptado). "," Nessas condições, qual é o número mínimo de biocélulas de acetato, ligadas em série, necessárias para se obter uma diferença de potencial de 4,4 V? ","3","4","6","9","15","B",""
"ciencias-natureza",2016,79," A formação de coágulos sanguíneos em veias e artérias é um dos fatores responsáveis pela ocorrência de doenças cardiovasculares, como varizes, infarto e acidentes vasculares cerebrais. A prevenção e o tratamento dessas doenças podem ser feitos com drogas anticoagulantes. A indústria farmacêutica estimula a pesquisa de toxinas animais com essa propriedade. "," Considerando as adaptações relacionadas aos hábitos alimentares, os animais adequados ao propósito dessas pesquisas são os(as) ","moluscos fitófagos.","moscas saprófagas.","pássaros carnívoros.","morcegos frugívoros.","mosquitos hematófagos.","E",""
"ciencias-natureza",2016,80," A invenção e o acoplamento entre engrenagens revolucionaram a ciência na época e propiciaram a invenção de várias tecnologias, como os relógios. Ao construir um pequeno cronômetro, um relojoeiro usa o sistema de engrenagens mostrado. De acordo com a figura, um motor é ligado ao eixo e movimenta as engrenagens fazendo o ponteiro girar. A frequência do motor é de 18 RPM, e o número de dentes das engrenagens está apresentado no quadro."," A frequência de giro do ponteiro, em RPM, é ","1.","2.","4.","81.","162.","B","enem-data/enem-2016/80-images/context_img_0.png,enem-data/enem-2016/80-images/context_img_1.png"
"ciencias-natureza",2016,81,"Vários métodos são empregados para prevenção de infecções por microrganismos. Dois desses métodos utilizam microrganismos vivos e são eles: as vacinas atenuadas, constituídas por patógenos avirulentos, e os probióticos que contêm bactérias benéficas. Na figura são apresentados cinco diferentes mecanismos de exclusão de patógenos pela ação dos probióticos no intestino de um animal.  McALLISTER, T. A. et al. Review: The use of direct fed microbials to mitigate pathogens and enhance production in cattle. Can. J. Anim. Sci., jan. 2011 (adaptado). "," Qual mecanismo de ação desses probióticos promove um efeito similar ao da vacina? "," 5 "," 4 "," 3"," 2"," 1","B",""
"ciencias-natureza",2016,82," O Painel Intergovernamental de Mudanças Climáticas (na sigla em inglês, IPCC) prevê que nas próximas décadas o planeta passará por mudanças climáticas e propõe estratégias de mitigação e adaptação a elas. As estratégias de mitigação são direcionadas à causa dessas mudanças, procurando reduzir a concentração de gases de efeito estufa na atmosfera. As estratégias de adaptação, por sua vez, são direcionadas aos efeitos dessas mudanças, procurando preparar os sistemas humanos às mudanças climáticas já em andamento, de modo a reduzir seus efeitos negativos. IPCC, 2014. Climate Change 2014: synthesis report. Disponível em: http://w5-syr.ipcc.ch. Acesso em: 22 out 2015 (adaptado) "," Considerando as informações do texto, qual ação representa uma estratégia de adaptação? ","Construção de usinas eólicas.","Tratamento de resíduos sólidos.","Aumento da eficiência dos veículos.","Adoção de agricultura sustentável de baixo carbono.","Criação de diques de contenção em regiões costeiras.","E",""
"ciencias-natureza",2016,83," Primeiro, em relação àquilo a que chamamos água, quando congela, parece-nos estar a olhar para algo que se tornou pedra ou terra, mas quando derrete e se dispersa, esta torna-se bafo e ar; o ar, quando é queimado, torna-se fogo; e, inversamente, o fogo, quando se contrai e se extingue, regressa à forma do ar; o ar, novamente concentrado e contraído, torna-se nuvem e nevoeiro, mas, a partir destes estados, se for ainda mais comprimido, torna-se água corrente, e de água torna-se novamente terra e pedras; e deste modo, como nos parece, dão geração uns aos outros de forma cíclica. PLATÃO. Timeu-Crítias. Coimbra: CECH, 2011. Do ponto de vista da ciência moderna, os “quatro elementos” descritos por Platão correspondem, na verdade, às fases sólida, líquida, gasosa e plasma da matéria. As transições entre elas são hoje entendidas como consequências macroscópicas de transformações sofridas pela matéria em escala microscópica. "," Excetuando-se a fase de plasma, essas transformações sofridas pela matéria, em nível microscópico, estão associadas a uma ","troca de átomos entre as diferentes moléculas do material.","transmutação nuclear dos elementos químicos do material.","redistribuição de prótons entre os diferentes átomos do material.","mudança na estrutura espacial formada pelos diferentes constituintes do material.","alteração nas proporções dos diferentes isótopos de cada elemento presente no material.","D",""
