"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"ciencias-natureza",2014,56," A elevação da temperatura das águas de rios, lagos e mares diminui a solubilidade do oxigênio, pondo em risco as diversas formas de vida aquática que dependem desse gás. Se essa elevação de temperatura acontece por meio artificiais, dizemos que existe poluição térmica. As usinas nucleares, pela própria natureza do processo de geração de energia, podem causar esse tipo de poluição. "," Que parte do ciclo de geração de energia das usinas nucleares está associada a esse tipo de poluição? ","Fissão do material radioativo.","Condensação do vapor-d’água no final do processo.","Conversão de energia das turbinas pelos geradores.","Aquecimento da água líquida para gerar vapor-d’água.","Lançamento do vapor-d’água sobre as pás das turbinas.","B",""
"ciencias-natureza",2014,57," No heredograma, os símbolos preenchidos representam pessoas portadoras de um tipo raro de doença genética. Os homens são representados pelos quadrados e as mulheres, pelos círculos. "," Qual é o padrão de herança observado para essa doença? ","Dominante autossômico, pois a doença aparece em ambos os sexos.","Recessivo ligado ao sexo, pois não ocorre a transmissão do pai para os filhos.","Recessivo ligado ao Y, pois a doença é transmitida dos pais heterozigotos para os filhos.","Dominante ligado ao sexo, pois todas as filhas de homens afetados também apresentam a doença.","Codominante autossômico, pois a doença é herdada pelos filhos de ambos os sexos, tanto do pai quanto da mãe.","D","enem-data/enem-2014/57-images/context_img_0.png"
"ciencias-natureza",2014,58,"Um pesquisador percebe que o rótulo de um dos vidros em que guarda um concentrado de enzimas digestivas está ilegível. Ele não sabe qual enzima o vidro contém, mas desconfia de que seja uma protease gástrica, que age no estômago digerindo proteínas. Sabendo que a digestão no estômago é ácida e no intestino é básica, ele monta cinco tubos de ensaio com alimentos diferentes, adiciona o concentrado de enzimas em soluções com pH determinado e aguarda para ver se a enzima age em algum deles. "," O tubo de ensaio em que a enzima deve agir para indicar que a hipótese do pesquisador está correta é aquele que contém "," cubo de batata em solução com pH = 9. "," pedaço de carne em solução com pH = 5. "," clara de ovo cozida em solução com pH = 9. "," porção de macarrão em solução com pH = 5. "," bolinha de manteiga em solução com pH = 9.","B",""
"ciencias-natureza",2014,59," Alguns sistemas de segurança incluem detectores de movimento. Nesses sensores, existe uma substância que se polariza na presença de radiação eletromagnética de certa região de frequência, gerando uma tensão que pode ser amplificada e empregada para efeito de controle. Quando uma pessoa se aproxima do sistema, a radiação emitida por seu corpo é detectada por esse tipo de sensor. WENDLING, M. Sensores. Disponível em: www2.feg.unesp.br. Acesso em: 7 maio 2014 (adaptado). "," A radiação captada por esse detector encontra-se na região de frequência ","da luz visível.","do ultravioleta.","do infravermelho.","das micro-ondas.","das ondas longas de rádio.","C",""
"ciencias-natureza",2014,60,"O estudo de compostos orgânicos permite aos analistas definir propriedades físicas e químicas responsáveis pelas características de cada substância descoberta. Um laboratório investiga moléculas quirais cuja cadeia carbônica seja insaturada, heterogênea e ramificada."," A fórmula que se enquadra nas características da molécula investigada é "," CH3–(CH)2–CH(OH)–CO–NH–CH3. "," CH3–(CH)2–CH(CH3)–CO–NH–CH3. "," CH3–(CH)2–CH(CH3)–CO–NH2. "," CH3–CH2–CH(CH3)–CO–NH–CH3. "," C6H5–CH2–CO–NH–CH3. "," B",""
"ciencias-natureza",2014,61," Com o objetivo de substituir as sacolas de polietileno, alguns supermercados têm utilizado um novo tipo de plástico ecológico, que apresenta em sua composição amido de milho e uma resina polimérica termoplástica, obtida a partir de uma fonte petroquímica. ERENO, D. Plásticos de vegetais. Pesquisa Fapesp, n. 179, jan. 2011 (adaptado). "," Nesses plásticos, a fragmentação da resina polimérica é facilitada porque os carboidratos presentes ","dissolvem-se na água.","absorvem água com facilidade.","caramelizam por aquecimento e quebram.","são digeridos por organismos decompositores.","decompõem-se espontaneamente em contato com água e gás carbônico.","D",""
"ciencias-natureza",2014,62,"Parte do gás carbônico da atmosfera é absorvida pela água do mar. O esquema representa reações que ocorrem naturalmente, em equilíbrio, no sistema ambiental marinho. O excesso de dióxido de carbono na atmosfera pode afetar os recifes de corais.  Disponível em: http://news.bbc.co.uk. Acesso em: 20 maio 2014 (adaptado).","O resultado desse processo nos corais é o(a)","seu branqueamento, levando à sua morte e extinção. "," excesso de fixação de cálcio, provocando calcificação indesejável. ","  menor incorporação de carbono, afetando seu metabolismo energético. "," estímulo da atividade enzimática, evitando a descalcificação dos esqueletos. "," dano à estrutura dos esqueletos calcários, diminuindo o tamanho das populações. ","E",""
"ciencias-natureza",2014,63,"O funcionamento dos geradores de usinas elétricas baseia-se no fenômeno da indução eletromagnética, descoberto por Michael Faraday no século XIX. Pode-se observar esse fenômeno ao se movimentar um ímã e uma espira em sentidos opostos com módulo da velocidade igual a v, induzindo uma corrente elétrica de intensidade i, como ilustrado na figura. "," A fim de se obter uma corrente com o mesmo sentido da apresentada na figura, utilizando os mesmos materiais, outra possibilidade é mover a espira para a ","esquerda e o ímã para a direita com polaridade invertida.","direita e o ímã para a esquerda com polaridade invertida.","esquerda e o ímã para a esquerda com mesma polaridade.","direita e manter o ímã em repouso com polaridade invertida.","esquerda e manter o ímã em repouso com mesma polaridade.","A","enem-data/enem-2014/63-images/context_img_0.png"
"ciencias-natureza",2014,64," Segundo a teoria evolutiva mais aceita hoje, as mitocôndrias, organelas celulares responsáveis pela produção de ATP em células eucariotas, assim como os cloroplastos, teriam sido originados de procariontes ancestrais que foram incorporados por células mais complexas. "," Uma característica da mitocôndria que sustenta essa teoria é a ","capacidade de produzir moléculas de ATP.","presença de parede celular semelhante à de procariontes.","presença de membranas envolvendo e separando a matriz mitocondrial do citoplasma.","capacidade de autoduplicação dada por DNA circular próprio semelhante ao bacteriano.","presença de um sistema enzimático eficiente às reações químicas do metabolismo aeróbio.","D",""
"ciencias-natureza",2014,65," Uma pessoa, lendo o manual de uma ducha que acabou de adquirir para a sua casa, observe o gráfico, que relaciona a vazão na ducha com a pressão, medida em metros de coluna de água (mca). Nessa casa residem quatro pessoas. Cada uma delas toma um banho por dia, com duração média de 8 minutos, permanecendo o registro aberto com vazão máxima durante esse tempo. A ducha é instalada em um ponto seis metros abaixo do nível da lâmina de água, que se mantém constante dentro do reservatório. "," Ao final de 30 dias, esses banhos consumirão um volume de água, em litros, igual a ","69120.","17280.","11520.","8640.","2880.","C","enem-data/enem-2014/65-images/context_img_0.png"
"ciencias-natureza",2014,66,"Diesel é uma mistura de hidrocarbonetos que também apresenta enxofre em sua composição. Esse enxofre é um componente indesejável, pois o trióxido de enxofre gerado é um dos grandes causadores da chuva ácida. Nos anos 1980, não havia regulamentação e era utilizado óleo diesel com 13 000 ppm de enxofre. Em 2009, o diesel passou a ter 1 800 ppm de enxofre (S1800) e, em seguida, foi inserido no mercado o diesel S500 (500 ppm). Em 2012, foi difundido o diesel S50, com 50 ppm de enxofre em sua composição. Atualmente, é produzido um diesel com teores de enxofre ainda menores. Os impactos da má qualidade do óleo diesel brasileiro. Disponível em: www.cnt.org.br. Acesso em: 20 dez. 2012 (adaptado)."," A substituição do diesel usado nos anos 1980 por aquele difundido em 2012 permitiu uma redução percentual de emissão de SO3 de "," 86,2%. "," 96,2%. "," 97,2%. "," 99,6%. "," 99,9%. "," D",""
"ciencias-natureza",2014,67,"Em um hospital havia cinco lotes de bolsas de sangue, rotulados com os códigos I, II, III, IV e V. Cada lote continha apenas um tipo sanguíneo não identificado. Uma funcionária do hospital resolveu fazer a identificação utilizando dois tipos de soro, anti-A e anti-B. Os resultados obtidos estão descritos no quadro. ","  Quantos litros de sangue eram do grupo sanguíneo do tipo A? "," 15","25","30","33","55","B",""
"ciencias-natureza",2014,68,"O principal processo industrial utilizado na produção de fenol é a oxidação do cumeno (isopropilbenzeno). A equação mostra que esse processo envolve a formação do hidroperóxido de cumila, que em seguida é decomposto em fenol e acetona, ambos usados na indústria química como precursores de moléculas mais complexas. Após o processo de síntese, esses dois insumos devem ser separados para comercialização individual. "," Considerando as características físico-químicas dos dois insumos formados, o método utilizado para a separação da mistura, em escala industrial, é a ","filtração.","ventilação.","decantação.","evaporação.","destilação fracionada.","E","enem-data/enem-2014/68-images/context_img_0.png"
"ciencias-natureza",2014,69," Os parasitoides (misto de parasitas e predadores) são insetos diminutos que têm hábitos muito peculiares: suas larvas podem se desenvolver dentro do corpo de outros organismos, como mostra a figura. A forma adulta se alimenta de pólen e açúcares. Em geral, cada parasitoide ataca hospedeiros de determinada espécie e, por isso, esses organismos vêm sendo amplamente usados para o controle biológico de pragas agrícolas. "," A forma larval do parasitoide assume qual papel nessa cadeia alimentar? ","Consumidor primário, pois ataca diretamente uma espécie herbívora.","Consumidor secundário, pois se alimenta diretamente dos tecidos da lagarta.","Organismo heterótrofo de primeira ordem, pois se alimenta de pólen na fase adulta.","Organismo heterótrofo de segunda ordem, pois apresenta o maior nível energético na cadeia.","Decompositor, pois se alimenta de tecidos do interior do corpo da lagarta e a leva à morte.","B","enem-data/enem-2014/69-images/context_img_0.png"
"ciencias-natureza",2014,70,"Um sistema de iluminação foi construído com um circuito de três lâmpadas iguais conectadas a um gerador (G) de tensão constante. Esse gerador possui uma chave que pode ser ligada nas posições A ou B. "," Considerando o funcionamento do circuito dado, a lâmpada 1 brilhará mais quando a chave estiver na posição ","B, pois a corrente será maior nesse caso.","B, pois a potência total será maior nesse caso.","A, pois a resistência equivalente será menor nesse caso.","B, pois o gerador fornecerá uma maior tensão nesse caso.","A, pois a potência dissipada pelo gerador será menor nesse caso.","C","enem-data/enem-2014/70-images/context_img_0.png"
"ciencias-natureza",2014,71," A capacidade de limpeza e a eficiência de um sabão dependem de sua propriedade de formar micelas estáveis, que arrastam com facilidade as moléculas impregnadas no material a ser limpo. Tais micelas têm em sua estrutura partes capazes de interagir com substâncias polares, como a água, e partes que podem interagir com substâncias apolares, como as gorduras e os óleos. SANTOS, W. L. P.; MÓL, G. S. (Coords.). Química e sociedade. São Paulo: Nova Geração, 2005 (adaptado). "," A substância capaz de formar as estruturas mencionadas é ","C18H36.","C17H33COONa.","CH3 CH2 COONa.","CH3CH2CH2 COOH.","CH3CH2CH2CH2OCH2CH2CH2CH3","B",""
"ciencias-natureza",2014,72," A revelação das chapas de raios X gera uma solução que contém íons prata na forma de Ag(S2O3)23−. Para evitar a descarga desse metal no ambiente, a recuperação de prata metálica pode ser feita tratando eletroquimicamente essa solução com uma espécie adequada. O quadro apresenta semirreações de redução de alguns íons metálicos."," Das espécies apresentadas, a adequada para essa recuperação é ","Cu (s).","Pt (s).","Al3+(aq).","Sn (s).","Zn2+(aq)","D","enem-data/enem-2014/72-images/context_img_0.png"
"ciencias-natureza",2014,73," Existem bactérias que inibem o crescimento de um fungo causador de doenças no tomateiro, por consumirem o ferro disponível no meio. As bactérias também fazem fixação de nitrogênio, disponibilizam cálcio e auxinas, substâncias que estimulam diretamente o crescimento do tomateiro. PELZER, G. Q. et al. Mecanismos de controle da murcha-de-esclerócio e promoção de crescimento em tomateiro mediados por rizobactérias. Tropical Plant Pathology, v. 36, n. 2, mar.-abr. 2011 (adaptado). "," Qual dos processos biológicos mencionados indica uma relação ecológica de competição? ","Fixação de nitrogênio para o tomateiro.","Disponibilização de cálcio para o tomateiro","Diminuição da quantidade de ferro disponível para o fungo.","Liberação de substâncias que inibem o crescimento do fungo.","Liberação de auxinas que estimulam o crescimento do tomateiro.","C",""
"ciencias-natureza",2014,74," Uma região de Cerrado possui lençol freático profundo, estação seca bem marcada, grande insolação e recorrência de incêndios naturais. Cinco espécies de árvores nativas, com as características apresentadas no quadro, foram avaliadas quanto ao seu potencial para uso em projetos de reflorestamento na região. "," Qual é a árvore adequada para o reflorestamento da região? ","1","2","3","4","5","B","enem-data/enem-2014/74-images/context_img_0.png"
"ciencias-natureza",2014,75," Um sistema de pistão contendo um gás é mostrado na figura. Sobre a extremidade superior do êmbolo, que pode movimentar-se livremente sem atrito, encontra-se um objeto. Através de uma chapa de aquecimento é possível fornecer calor ao gás e, com auxílio de um manômetro, medir sua pressão. A partir de diferentes valores de calor fornecido, considerando o sistema como hermético, o objeto elevou-se em valores Δh, como mostrado no gráfico. Foram estudadas, separadamente, quantidades equimolares de dois diferentes gases, denominados M e V. "," A diferença no comportamento dos gases no experimento decorre do fato de o gás M, em relação ao V, apresentar ","maior pressão de vapor.","menor massa molecular.","maior compressibilidade.","menor energia de ativação.","menor capacidade calorífica.","E","enem-data/enem-2014/75-images/context_img_0.png"
"ciencias-natureza",2014,76," A aplicação excessiva de fertilizantes nitrogenados na agricultura pode acarretar alterações no solo e na água pelo acúmulo de compostos nitrogenados, principalmente a forma mais oxidada, favorecendo a proliferação de algas e plantas aquáticas e alterando o ciclo do nitrogênio, representado no esquema. A espécie nitrogenada mais oxidada tem sua quantidade controlada por ação de microrganismos que promovem a reação de redução dessa espécie, no processo denominado desnitrificação. "," O processo citado está representado na etapa ","I.","II.","III.","IV.","V.","E","enem-data/enem-2014/76-images/context_img_0.png"
"ciencias-natureza",2014,77," O pêndulo de Newton pode ser constituído por cinco pêndulos idênticos suspensos em um mesmo suporte. Em um dado instante, as esferas de três pêndulos são deslocadas para a esquerda e liberadas, deslocando-se para a direita e colidindo elasticamente com as outras duas esferas, que inicialmente estavam paradas."," O movimento dos pêndulos após a primeira colisão está representado em: ","enem-data/enem-2014/77-images/alt_img_0.png","enem-data/enem-2014/77-images/alt_img_1.png","enem-data/enem-2014/77-images/alt_img_2.png","enem-data/enem-2014/77-images/alt_img_3.png","enem-data/enem-2014/77-images/alt_img_4.png","C","enem-data/enem-2014/77-images/context_img_0.png"
"ciencias-natureza",2014,78,"Um professor utiliza essa história em quadrinhos para discutir com os estudantes o movimento de satélites. Nesse sentido, pede a eles que analisem o movimento do coelhinho, considerando o módulo da velocidade constante. "," Desprezando a existência de forças dissipativas, o vetor aceleração tangencial do coelhinho, no terceiro quadrinho, é ","nulo.","paralelo à sua velocidade linear e no mesmo sentido.","paralelo à sua velocidade linear e no sentido oposto.","perpendicular à sua velocidade linear e dirigido para o centro da Terra.","perpendicular à sua velocidade linear e dirigido para fora da superfície da Terra.","A","enem-data/enem-2014/78-images/context_img_0.png"
"ciencias-natureza",2014,79,"A utilização de processos de biorremediação de resíduos gerados pela combustão incompleta de compostos orgânicos tem se tornado crescente, visando minimizar a poluição ambiental. Para a ocorrência de resíduos de naftaleno, algumas legislações limitam sua concentração em até 30 mg/kg para solo agrícola e 0,14 mg/L para água subterrânea. A quantificação desse resíduo foi realizada em diferentes ambientes, utilizando-se amostras de 500 g de solo e 100 mL de água, conforme apresentado no quadro. "," O ambiente que necessita de biorremediação é o(a) ","solo I.","solo II.","água I.","água II.","água III.","B","enem-data/enem-2014/79-images/context_img_0.png"
"ciencias-natureza",2014,80," A talidomida é um sedativo leve e foi muito utilizado no tratamento de náuseas, comuns no início da gravidez. Quando foi lançada, era considerada segura para o uso de grávidas, sendo administrada como uma mistura racêmica composta pelos seus dois enantiômeros (R e S). Entretanto, não se sabia, na época, que o enantiômero S leva à malformação congênita, afetando principalmente o desenvolvimento normal dos braços e pernas do bebê. COELHO, F. A. S. Fármacos e quiralidade. Cadernos Temáticos de Química Nova na Escola, São Paulo, n. 3, maio 2001 (adaptado). "," Essa malformação congênita ocorre porque esses enantiômeros ","reagem entre si.","não podem ser separados."," não estão presentes em partes iguais.","interagem de maneira distinta com o organismo.","são estruturas com diferentes grupos funcionais.","D",""
"ciencias-natureza",2014,81," Embora seja um conceito fundamental da Biologia, o termo “evolução” pode adquirir significados diferentes no senso comum. A ideia de que a espécie humana é o ápice do processo evolutivo é amplamente difundida, mas não é compartilhada por muitos cientistas. "," Para esses cientistas, a compreensão do processo citado baseia-se na ideia de que os seres vivos, ao longo do tempo, passam por ","modificação de características.","incremento no tamanho corporal.","complexificação de seus sistemas.","melhoria de processos e estruturas.","especialização para uma determinada finalidade.","A",""
"ciencias-natureza",2014,82," O biodiesel não é classificado como uma substância pura, mas como uma mistura de ésteres derivados dos ácidos graxos presentes em sua matéria-prima. As propriedades do biodiesel variam com a composição do óleo vegetal ou gordura animal que lhe deu origem, por exemplo, o teor de ésteres saturados é responsável pela maior estabilidade do biodiesel frente à oxidação, o que resulta em aumento da vida útil do biocombustível. O quadro ilustra o teor médio de ácidos graxos de algumas fontes oleaginosas. MA, F.; HANNA, M. A. Biodiesel Production: a review. Bioresource Technology, Londres, v. 70, n. 1, jan. 1999 (adaptado)."," Qual das fontes oleaginosas apresentadas produziria um biodiesel de maior resistência à oxidação? ","Milho.","Palma.","Canola.","Algodão.","Amendoim.","B","enem-data/enem-2014/82-images/context_img_0.png"
"ciencias-natureza",2014,83," Christiaan Huygens, em 1656, criou o relógio de pêndulo. Nesse dispositivo, a pontualidade baseia-se na regularidade das pequenas oscilações do pêndulo. Para manter a precisão desse relógio, diversos problemas foram contornados. Por exemplo, a haste passou por ajustes até que, no início do século XX, houve uma inovação, que foi sua fabricação usando uma liga metálica que se comporta regularmente em um largo intervalo de temperaturas. YODER, J. G. Unrolling Time: Christiaan Huygens and the mathematization of nature. Cambridge: Cambridge University Press, 2004 (adaptado). "," Desprezando a presença de forças dissipativas e considerando a aceleração da gravidade constante, para que esse tipo de relógio realize corretamente a contagem do tempo, é necessário que o(a) ","comprimento da haste seja mantido constante.","massa do corpo suspenso pela haste seja pequena.","material da haste possua alta condutividade térmica.","amplitude da oscilação seja constante a qualquer temperatura.","energia potencial gravitacional do corpo suspenso se mantenha constante.","A",""
"ciencias-natureza",2014,84," Na década de 1940, na Região Centro-Oeste, produtores rurais, cujos bois, porcos, aves e cabras estavam morrendo por uma peste desconhecida, fizeram uma promessa, que consistiu em não comer carne e derivados até que a peste fosse debelada. Assim, durante três meses, arroz, feijão, verduras e legumes formaram o prato principal desses produtores. O Hoje, 15 out. 2011 (adaptado). "," Para suprir o déficit nutricional a que os produtos rurais se submeteram durante o período da promessa, foi importante eles terem consumido alimentos ricos em ","vitaminas A e E. ","frutose e sacarose.","aminoácidos naturais.","aminoácidos essenciais.","ácidos graxos saturados.","D",""
"ciencias-natureza",2014,85,"A liberação dos gases clorofluorcarbonos (CFCs) na atmosfera pode provocar depleção de ozônio (O3) na estratosfera. O ozônio estratosférico é responsável por absorver parte da radiação ultravioleta emitida pelo Sol, a qual é nociva aos seres vivos. Esse processo, na camada de ozônio, é ilustrado simplificadamente na figura. "," Quimicamente, a destruição do ozônio na atmosfera por gases CFCs é decorrência da ","clivagem da molécula de ozônio pelos CFCs para produzir espécies radicalares.","produção de oxigênio molecular a partir de ozônio, catalisada por átomos de cloro.","oxidação do monóxido de cloro por átomos de oxigênio para produzir átomos de cloro.","reação direta entre os CFCs e o ozônio para produzir oxigênio molecular e monóxido de cloro.","reação de substituição de um dos átomos de oxigênio na molécula de ozônio por átomos de cloro.","B","enem-data/enem-2014/85-images/context_img_0.png"
"ciencias-natureza",2014,86," O potencial brasileiro para transformar lixo em energia permanece subutilizado — apenas pequena parte dos resíduos brasileiros é utilizada para gerar energia. Contudo, bons exemplos são os aterros sanitários, que utilizam a principal fonte de energia ali produzida. Alguns aterros vendem créditos de carbono com base no Mecanismo de Desenvolvimento Limpo (MDL), do Protocolo de Kyoto. "," Essa fonte de energia subutilizada, citada no texto, é o ","etanol, obtido a partir da decomposição da matéria orgânica por bactérias.","gás natural, formado pela ação de fungos decompositores da matéria orgânica.","óleo de xisto, obtido pela decomposição da matéria orgânica pelas bactérias anaeróbias.","gás metano, obtido pela atividade de bactérias anaeróbias na decomposição da matéria orgânica.","gás liquefeito de petróleo, obtido pela decomposição de vegetais presentes nos restos de comida.","D",""
"ciencias-natureza",2014,87," Ao sintonizarmos uma estação de rádio ou um canal de TV em um aparelho, estamos alterando algumas características elétricas de seu circuito receptor. Das inúmeras ondas eletromagnéticas que chegam simultaneamente ao receptor, somente aquelas que oscilam com determinada frequência resultarão em máxima absorção de energia. "," O fenômeno descrito é a ","difração.","refração.","polarização.","interferência.","ressonância.","E",""
"ciencias-natureza",2014,88,"Imunobiológicos: diferentes formas de produção, diferentes aplicações ","  Embora sejam produzidos e utilizados em situações distintas, os imunobiológicos I e II atuam de forma semelhante nos humanos e equinos, pois  "," conferem imunidade passiva. "," transferem células de defesa. "," suprimem a resposta imunológica. "," estimulam a produção de anticorpos. "," desencadeiam a produção de antígenos. "," D",""
