"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"linguagens",2010,101," Testes Dia desses resolvi fazer um teste proposto por um site da internet. O nome do teste era tentador: “O que Freud diria de você”. Uau. Respondi a todas as perguntas e o resultado foi o seguinte: “Os acontecimentos da sua infância a marcaram até os doze anos, depois disso você buscou conhecimento intelectual para seu amadurecimento”. Perfeito! Foi exatamente o que aconteceu comigo. Fiquei radiante: eu havia realizado uma consulta paranormal com o pai da psicanálise, e ele acertou na mosca. Estava com tempo sobrando, e curiosidade é algo que não me falta, então resolvi voltar ao teste e responder tudo diferente do que havia respondido antes. Marquei umas alternativas esdrúxulas, que nada tinham a ver com minha personalidade. E fui conferir o resultado, que dizia o seguinte: “Os acontecimentos da sua infância a marcaram até os 12 anos, depois disso você buscou conhecimento intelectual para seu amadurecimento”. MEDEIROS, M. Doidas e santas. Porto Alegre, 2008 (adaptado). "," Quanto às influências que a internet pode exercer sobre os usuários, a autora expressa uma reação irônica no trecho: ","“Marquei umas alternativas esdrúxulas, que nada tinham a ver”.","“Os acontecimentos da sua infância a marcaram até os doze anos”.","“Dia desses resolvi fazer um teste proposto por um site da internet”.","“Respondi a todas as perguntas e o resultado foi o seguinte”.","“Fiquei radiante: eu havia realizado uma consulta paranormal com o pai da psicanálise”.","E",""
"linguagens",2010,102," Na busca constante pela sua evolução, o ser humano vem alternando a sua maneira de pensar, de sentir e de criar. Nas últimas décadas do século XVIII e no início do século XIX, os artistas criaram obras em que predominam o equilíbrio e a simetria de formas e cores, imprimindo um estilo caracterizado pela imagem da respeitabilidade, da sobriedade, do concreto e do civismo. Esses artistas misturaram o passado ao presente, retratando os personagens da nobreza e da burguesia, além de cenas míticas e histórias cheias de vigor. RAZOUK, J. J. (Org.). Histórias reais e belas nas telas. Posigraf: 2003. "," Atualmente, os artistas apropriam-se de desenhos, charges, grafismo e até de ilustrações de livros para compor obras em que se misturam personagens de diferentes épocas, como na seguinte imagem: ","enem-data/enem-2010/102-images/alt_img_0.png","enem-data/enem-2010/102-images/alt_img_1.png","enem-data/enem-2010/102-images/alt_img_2.png","enem-data/enem-2010/102-images/alt_img_3.png","enem-data/enem-2010/102-images/alt_img_4.png","C",""
"linguagens",2010,103," Transtorno do comer compulsivo O transtorno do comer compulsivo vem sendo reconhecido, nos últimos anos, como uma síndrome caracterizada por episódios de ingestão exagerada e compulsiva de alimentos, porém, diferentemente da bulimia nervosa, essas pessoas não tentam evitar ganho de peso com os métodos compensatórios. Os episódios vêm acompanhados de uma sensação de falta de controle sobre o ato de comer, sentimentos de culpa e de vergonha. Muitas pessoas com essa síndrome são obesas, apresentando uma história de variação de peso, pois a comida é usada para lidar com problemas psicológicos. O transtorno do comer compulsivo é encontrado em cerca de 2% da população em geral, mais frequentemente acometendo mulheres entre 20 e 30 anos de idade. Pesquisas demonstram que 30% das pessoas que procuram tratamento para obesidade ou para perda de peso são portadoras de transtorno do comer compulsivo. Disponível em: http://www.abcdasaude.com.br. Acesso em: 1 maio 2009 (adaptado). "," Considerando as ideias desenvolvidas pelo autor, conclui-se que o texto tem a finalidade de ","descrever e fornecer orientações sobre a síndrome da compulsão alimentícia.","narrar a vida das pessoas que têm o transtorno do comer compulsivo.","aconselhar as pessoas obesas a perder peso com métodos simples.","expor de forma geral o transtorno compulsivo por alimentação. E ","encaminhar as pessoas para a mudança de hábitos alimentícios.","D",""
"linguagens",2010,104," A gentileza é algo difícil de ser ensinado e vai muito além da palavra educação. Ela é difícil de ser encontrada, generosas e desprendidas, que se interessam em contribuir para o bem do outro e da sociedade. É uma atitude desobrigada, que se manifesta nas situações cotidianas e das maneiras mais prosaicas. SIMURRO, S. A. B. Ser gentil é ser saudável. Disponível em: http://www.abqv.org.br. Acesso em: 22 jun. 2006 (adaptado). "," No texto, menciona-se que a gentileza extrapola as regras de boa educação. A argumentação construída ","apresenta fatos que estabelecem entre si relações de causa e de consequência.","descreve condições para a ocorrência de atitudes educadas.","indica a finalidade pela qual a gentileza pode ser praticada.","enumera fatos sucessivos em uma relação temporal.","mostra oposição e acrescenta ideias.","E",""
"linguagens",2010,105,"Disponível	em:	http://algarveturistico.com/wp-	content/uploads/2009/04/ptm-ginasticaritmica-01.jpg. Acesso em: 01 set. 2010 "," O desenvolvimento das capacidades físicas (qualidades motoras passíveis de treinamento) ajuda na tomada de decisões em relação à melhor execução do movimento. A capacidade física predominante no movimento representado na imagem é ","a velocidade, que permite ao músculo executar uma sucessão rápida de gestos em movimentação de intensidade máxima.","a resistência, que admite a realização de movimentos durante considerável período de tempo, sem perda da qualidade da execução.","a flexibilidade, que permite a amplitude máxima de um movimento, em uma ou mais articulações, sem causar lesões.","a agilidade, que possibilita a execução de movimentos rápidos e ligeiros com mudanças de direção.","o equilíbrio, que permite a realização dos mais variados movimentos, com o objetivo de sustentar o corpo sobre uma base.","C","enem-data/enem-2010/105-images/context_img_0.png"
"linguagens",2010,106," O folclore é o retrato da cultura de um povo. A dança popular e folclórica é uma forma de representar a cultura regional, pois retrata seus valores, crenças, trabalho conhecê-la, é de alguma forma se apropriar dela, é enriquecer a própria cultura. BREGOLATO, R. A. Cultura Corporal da Dança. São Paulo: Ícone, 2007. "," As manifestações folclóricas perpetuam uma tradição cultural, é obra de um povo que a cria, recria e a perpetua. Sob essa abordagem deixa-se de identificar como dança folclórica brasileira ","o Bumba-meu-boi, que é uma dança teatral onde personagens contam uma história envolvendo crítica social, morte e ressurreição.","a Quadrilha das festas juninas, que associam festejos religiosos a celebrações de origens pagãs envolvendo as colheitas e a fogueira.","o Congado, que é uma representação de um reinado africano onde se homenageia santos através de música, cantos e dança.","o Balé, em que se utilizam músicos, bailarinos e vários outros profissionais para contar uma história em forma de espetáculo.","o Carnaval, em que o samba derivado do batuque africano é utilizado com o objetivo de contar ou recriar uma história nos desfiles.","D",""
"linguagens",2010,107," Carnavália Repique tocou O surdo escutou E o meu corasamborim Cuíca gemeu, será que era meu, quando ela passou por mim? […] ANTUNES, A.; BROWN, C.; MONTE, M. Tribalistas, 2002 (fragmento). No terceiro verso, o vocábulo “corasamborim”, que é a junção coração + samba + tamborim, refere-se, ao mesmo tempo, a elementos que compõem uma escola de samba e à situação emocional em que se encontra o autor da mensagem, com o coração no ritmo da percussão. "," Essa palavra corresponde a um(a) ","estrangeirismo, uso de elementos linguísticos originados em outras línguas e representativos de outras culturas.","neologismo, criação de novos itens linguísticos, pelos mecanismos que o sistema da língua disponibiliza.","gíria, que compõe uma linguagem originada em determinado grupo social e que pode vir a se disseminar em uma comunidade mais ampla.","regionalismo, por ser palavra característica de determinada área geográfica.","termo técnico, dado que designa elemento de área a de atividade.","B",""
"linguagens",2010,108," MONET,C.	Mulher	com	sombrinha.	1875,	100x81cm. In:	BECKETT,	W.	História da Pintura. São Paulo: Ática, 1997."," Em busca de maior naturalismo em suas obras e fundamentando-se em novo conceito estético, Monet, Degas, Renoir e outros artistas passaram a explorar novas formas de composição artística, que resultaram no estilo denominado Impressionismo. Observadores atentos da natureza, esses artistas passaram a ","retratar, em suas obras, as cores que idealizavam de acordo com o reflexo da luz solar nos objetos.","usar mais a cor preta, fazendo contornos nítidos, que melhor definiam as imagens e as cores do objeto representado.","retratar paisagens em diferentes horas do dia, recriando, em suas telas, as imagens por eles idealizadas.","usar pinceladas rápidas de cores puras e dissociadas diretamente na tela, sem misturá-las antes na paleta.","usar as sombras em tons de cinza e preto e com efeitos esfumaçados, tal como eram realizadas no Renascimento.","D","enem-data/enem-2010/108-images/context_img_0.png"
"linguagens",2010,109," O Chat e sua linguagem virtual O significado da palavra chat vem do inglês e quer dizer “conversa”. Essa conversa acontece em tempo real, e, para isso, é necessário que duas ou mais pessoas estejam conectadas ao mesmo tempo, o que chamamos de comunicação síncrona. São muitos os sites que oferecem a opção de bate-papo na internet, basta escolher a sala que deseja “entrar”, identificar-se e iniciar a conversa. Geralmente, as salas são divididas por assuntos, como educação, cinema, esporte, música, sexo, entre outros. Para entrar, é necessário escolher um nick, uma espécie de apelido que identificará o participante durante a conversa. Algumas salas restringem a idade, mas não existe nenhum controle para verificar se a idade informada é realmente a idade de quem está acessando, facilitando que crianças e adolescentes acessem salas com conteúdos inadequados para sua faixa etária. AMARAL, S. F. Internet: novos valores e novos comportamentos. In: SILVA, E.T. (Coord.). A leitura nos oceanos da internet. São Paulo: Cortez, 2003. (adaptado). "," Segundo o texto, o chat proporciona a ocorrência de diálogos instantâneos com linguagem específica, uma vez que nesses ambientes interativos faz-se uso de protocolos diferenciados de interação. O chat, nessa perspectiva, cria uma nova forma de comunicação porque ","possibilita que ocorra diálogo sem a exposição da identidade real dos indivíduos, que podem recorrer a apelidos fictícios sem comprometer o fluxo da comunicação em tempo real.","disponibiliza salas de bate-papo sobre diferentes assuntos com pessoas pré-selecionadas por meio de um sistema de busca monitorado e atualizado por autoridades no assunto.","seleciona previamente conteúdos adequados à faixa etária dos usuários que serão distribuídos nas faixas de idade organizadas pelo site que disponibiliza a ferramenta.","garante a gravação das conversas, o que possibilita que um diálogo permaneça aberto, independente da disposição de cada participante.","limita a quantidade de participantes conectados nas salas de bate-papo, a fim de garantir a qualidade e eficiência dos diálogos, evitando mal-entendidos.","A",""
"linguagens",2010,110,"Época. 12 out. 2009 (adaptado). CONEXÃO SEM FIO NO BRASIL Onde haverá cobertura de telefonia celular para baixar publicações para o Kindle.  Época. 12 out. 2009. "," A capa da revista Época de 12 de outubro de 2009 traz um anúncio sobre o lançamento do livro digital no Brasil. Já o texto II traz informações referentes à abrangência de acessibilidade das tecnologias de comunicação e informação nas diferentes regiões do país. A partir da leitura dos dois textos, infere-se que o advento do livro digital no Brasil ","possibilitará o acesso das diferentes regiões do país às informações antes restritas, uma vez que eliminará as distâncias, por meio da distribuição virtual.","criará a expectativa de viabilizar a democratização da leitura, porém, esbarra na insuficiência do acesso à internet por meio da telefonia celular, ainda deficiente no país.","fará com que os livros impressos tornem-se obsoletos, em razão da diminuição dos gastos com os produtos digitais gratuitamente distribuídos pela internet.","garantirá a democratização dos usos da tecnologia no país, levando em consideração as características de cada região no que se refere aos hábitos de leitura e acesso à informação.","impulsionará o crescimento da qualidade da leitura dos brasileiros, uma vez que as características do produto permitem que a leitura aconteça a despeito das adversidades geopolíticas.","B","enem-data/enem-2010/110-images/context_img_0.png,enem-data/enem-2010/110-images/context_img_1.png"
"linguagens",2010,111," Texto I Sob o olhar do Twitter Vivemos a era da exposição e do compartilhamento. Público e privado começam a se confundir. A ideia de privacidade vai mudar ou desaparecer. O trecho acima tem 140 caracteres exatos. É uma mensagem curta que tenta encapsular uma ideia complexa. Não é fácil esse tipo de síntese, mas dezenas de milhões de pessoas o praticam diariamente. No mundo todo, são disparados 2,4 trilhões de SMS por mês, e neles cabem 140 toques, ou pouco mais. Também é comum enviar e-mails, deixar recados no Orkut, falar com as pessoas pelo MSN, tagarelar no celular, receber chamados em qualquer parte, a qualquer hora. Estamos conectados. Superconectados, na verdade, de várias formas. […] O mais recente exemplo de demanda por total conexão e de uma nova sintaxe social é o Twitter, o novo serviço de troca de mensagens pela internet. O Twitter pode ser entendido como uma mistura de blog e celular. As mensagens são de 140 toques, como os torpedos dos celulares, mas circulam pela internet, como os textos de blogs. Em vez de seguir para apenas uma pessoa, como no celular ou no MSN, a mensagem do Twitter vai para todos os “seguidores” – gente que acompanha o emissor. Podem ser 30, 300 ou 409 mil seguidores. MARTINS, I.; LEAL, R. Época. 16 mar. 2009 (fragmento adaptado). "," Da comparação entre os textos, depreende-se que o texto II constitui um passo a passo para interferir no comportamento dos usuários, dirigindo-se diretamente aos leitores, e o texto I ","adverte os leitores de que a internet pode transformar-se em um problema porque expõe a vida dos usuários e, por isso, precisa ser investigada.","ensina aos leitores os procedimentos necessários para que as pessoas conheçam, em profundidade, os principais meios de comunicação da atualidade.","exemplifica e explica o novo serviço global de mensagens rápidas que desafia os hábitos de comunicação e reinventa o conceito de privacidade.","procura esclarecer os leitores a respeito dos perigos que o uso do Twitter pode representar nas relações de trabalho e também no plano pessoal.","apresenta uma enquete sobre as redes sociais mais usadas na atualidade e mostra que o Twitter é preferido entre a maioria dos internautas.","C","enem-data/enem-2010/111-images/context_img_0.png"
"linguagens",2010,112," O dia em que o peixe saiu de graça Uma operação do Ibama para combater a pesca ilegal na divisa entre os Estados do Pará, Maranhão e Tocantins incinerou 110 quilômetros de redes usadas por pescadores durante o período em que os peixes se reproduzem. Embora tenha um impacto temporário na atividade econômica da região, a medida visa preservá-la ao longo prazo, evitando o risco de extinção dos animais. Cerca de 15 toneladas de peixes foram apreendidas e doadas para instituições de caridade. Época, 23 mar. 2009 (adaptado). "," A notícia, do ponto de vista de seus elementos constitutivos, ","apresenta argumentos contrários à pesca ilegal.","tem um título que resume o conteúdo do texto.","informa sobre uma ação, a finalidade que a motivou e o resultado dessa ação.","dirige-se aos órgãos governamentais dos estados envolvidos na referida operação do Ibama.","introduz um fato com a finalidade de incentivar movimentos sociais em defesa do meio ambiente.","A",""
"linguagens",2010,113," Joaquim Maria Machado de Assis, cronista, contista, dramaturgo, jornalista, poeta, novelista, romancista, crítico e ensaísta, nasceu na cidade do Rio de Janeiro em 21 de junho de 1839. Filho de um operário mestiço de negro e português, Francisco José de Assis, e de D. Maria Leopoldina Machado de Assis, aquele que viria a tornar-se o maior escritor do país e um mestre da língua, perde a mãe muito cedo e é criado pela madrasta, Maria Inês, também mulata, que se dedica ao menino e o matricula na escola pública, única que frequentou o autodidata Machado de Assis. Disponível em: http://www.passeiweb.com. Acesso em: 1 maio 2009. "," Considerando os seus conhecimentos sobre os gêneros textuais, o texto citado constitui-se de ","fatos ficcionais, relacionados a outros de caráter realista, relativos à vida de um renomado escritor.","representações generalizadas acerca da vida de membros da sociedade por seus trabalhos e vida cotidiana.","explicações da vida de um renomado escritor, com estrutura argumentativa, destacando como tema seus principais feitos.","questões controversas e fatos diversos da vida de personalidade histórica, ressaltando sua intimidade familiar em detrimento de seus feitos públicos.","apresentação da vida de uma personalidade, organizada sobretudo pela ordem tipológica da narração, com um estilo marcado por linguagem objetiva.","E","enem-data/enem-2010/113-images/context_img_0.png"
"linguagens",2010,114," A Herança Cultural da Inquisição A Inquisição gerou uma série de comportamentos humanos defensivos na população da época, especialmente por ter perdurado na Espanha e em Portugal durante quase 300 anos, ou no mínimo quinze gerações. Embora a Inquisição tenha terminado há mais de um e psicólogos era se alguns desses comportamentos culturais não poderiam ter-se perpetuado entre nós. Na maioria, as respostas foram negativas, ou seja, embora alterasse sem dúvida o comportamento da época, nenhum comportamento permanece tanto tempo depois, sem reforço ou estímulo continuado. Não sou psicólogo nem sociólogo para discordar, mas tenho a impressão de que existem alguns comportamentos estranhos na sociedade brasileira, e que fazem sentido se você os considerar resquícios da era da Inquisição. […] KANITZ, S. A Herança Cultural da Inquisição. In: Revista Veja. Ano 38, no 5, 2 fev. 2005 (fragmento). "," Considerando-se o posicionamento do autor do fragmento a respeito de comportamentos humanos, o texto ","enfatiza a herança da Inquisição em comportamentos culturais observados em Portugal e na Espanha.","contesta sociólogos, psicólogos e historiadores sobre a manutenção de comportamentos gerados pela Inquisição.","contrapõe argumentos de historiadores e sociólogos a respeito de comportamentos culturais inquisidores.","relativiza comportamentos originados na Inquisição e observados na sociedade brasileira.","questiona a existência de comportamentos culturais brasileiros marcados pela herança da Inquisição","B",""
"linguagens",2010,115," Resta saber o que ficou nas línguas indígenas no Português do Brasil. Serafim da Silva Neto afirma: “No Brasil não há, positivamente, influência das línguas africanas ou ameríndias”. Todavia, é difícil de aceitar que um longo período de bilinguismo de dois séculos não deixasse marcas no português do Brasil. ELIA, S. Fundamentos Histórico-Linguísticos do Português do Brasil.Rio de Janeiro: Lucerna, 2003 (adaptado). No final do século XVIII, no norte do Egito, foi descoberta a Pedra de Roseta, que continha um texto escrito em egípcio antigo, uma versão desse texto chamada “demótico”, e o mesmo texto escrito em grego. Até então, a antiga escrita egípcia não estava decifrada. O inglês Thomas Young estudou o objeto e fez algumas descobertas como, por exemplo, a direção em que a leitura deveria ser feita. Mais tarde, o francês Jean-François Champollion voltou a estudá-la e conseguiu decifrar a antiga escrita egípcia a partir do grego, provando que, na verdade, o grego era a língua original do texto e que o egípcio era uma tradução. "," Com base na leitura dos textos conclui-se, sobre as línguas, que ","cada língua é única e intraduzível.","elementos de uma língua são preservados, ainda que não haja mais falantes dessa língua.","a língua escrita de determinado grupo desaparece quando a sociedade que a produzia é extinta.","o egípcio antigo e o grego apresentam a mesma estrutura gramatical, assim como as línguas indígenas brasileiras e o português do Brasil.","o egípcio e o grego apresentavam letras e palavras similares, o que possibilitou a comparação linguística, o mesmo que aconteceu com as línguas indígenas brasileiras e o português do Brasil.","B",""
"linguagens",2010,116," Os filhos de Anna eram bons, uma coisa verdadeira e sumarenta. Cresciam, tomavam banho, exigiam para si, malcriados, instantes cada vez mais completos. A estouros. O calor era forte no apartamento que estavam aos poucos pagando. Mas o vento batendo nas cortinas que ela mesma cortara lembrava-lhe que se quisesse podia parar e enxugar a testa, olhando o calmo horizonte. Como um lavrador. Ela plantara as sementes que tinha na mão, não outras, mas essas apenas. LISPECTOR, C. Laços de família. Rio de Janeiro: Rocco, 1998. "," A autora emprega por duas vezes o conectivo mas no fragmento apresentado. Observando aspectos da organização, estruturação e funcionalidade dos elementos que articulam o texto, o conectivo mas ","expressa o mesmo conteúdo nas duas situações em que aparece no texto.","quebra a fluidez do texto e prejudica a compreensão, se usado no início da frase.","ocupa posição fixa, sendo inadequado seu uso na abertura da frase.","contém uma ideia de sequência temporal que direciona a conclusão do leitor.","assume funções discursivas distintas nos dois contextos de uso.","E",""
"linguagens",2010,117," A Internet que você faz Uma pequena invenção, a Wikipédia, mudou o jeito de lidarmos com informações na rede. Trata-se de uma enciclopédia virtual colaborativa, que é feita e atualizada por qualquer internauta que tenha algo a contribuir. Em resumo: é como se você imprimisse uma nova página para a publicação desatualizada que encontrou na biblioteca. Antigamente, quando precisávamos de alguma informação confiável, tínhamos a enciclopédia como fonte segura de pesquisa para trabalhos, estudos e pesquisa em geral. Contudo, a novidade trazida pela Wikipédianos coloca em uma nova circunstância, em que não podemos confiar integralmente no que lemos. Por ter como lema principal a escritura coletiva, seus textos trazem informações que podem ser editadas e reeditadas por pessoas do mundo inteiro. Ou seja, a relevância da informação não é determinada pela tradição cultural, como nas antigas enciclopédias, mas pela dinâmica da mídia. Assim, questiona-se a possibilidade de serem encontradas informações corretas entre sabotagens deliberadas e contribuições erradas. NÉO, A. et al. A Internet que você faz. In: Revista PENSE! Secretaria de Educação do Estado do Ceará. Ano 2, n°. 3, mar.-abr. 2010 (adaptado). "," As novas Tecnologias de Informação e Comunicação, como a Wikipédia, têm trazido inovações que impactaram significativamente a sociedade. A respeito desse assunto, o texto apresentado mostra que a falta de confiança na veracidade dos conteúdos registrados na Wikipédia ","acontece pelo fato de sua construção coletiva possibilitar a edição e reedição das informações por qualquer pessoa no mundo inteiro.","imita a disseminação do saber, apesar do crescente número de acessos ao site que a abriga, por falta de legitimidade","ocorre pela facilidade de acesso à página, o que torna a informação vulnerável, ou seja, pela dinâmica da mídia.","ressalta a crescente busca das enciclopédias impressas para as pesquisas escolares.","revela o desconhecimento do usuário, impedindo-o de formar um juízo de valor sobre as informações.","A",""
