"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"ciencias-humanas",2010,11," "," O esquema mostra depósitos em que aparecem fósseis de animais do Período Jurássico. As rochas em que se encontram esses fósseis são ","magmáticas, pois a ação de vulcões causou as maiores extinções desses animais já conhecidas ao longo da história terrestre.","sedimentares, pois os restos podem ter sido soterrados e litificados com o restante dos sedimentos.","magmáticas, pois são as rochas mais facilmente erodidas, possibilitando a formação de tocas que foram posteriormente lacradas.","sedimentares, já que cada uma das camadas encontradas na figura simboliza um evento de erosão dessa área representada.","metamórficas, pois os animais representados precisavam estar perto de locais quentes.","B","enem-data/enem-2010/11-images/context_img_0.png"
"ciencias-humanas",2010,12," A Inglaterra pedia lucros e recebia lucros. Tudo se transformava em lucro. As cidades tinham sua sujeira lucrativa, suas favelas lucrativas, sua fumaça lucrativa, sua desordem lucrativa, sua ignorância lucrativa, seu desespero lucrativo. As novas fábricas e os novos altos-fornos eram como as Pirâmides, mostrando mais a escravização do homem que seu poder.   DEANE, P. A Revolução Industrial. Rio de Janeiro: Zahar, 1979 (adaptado). "," Qual relação é estabelecida no texto entre os avanços tecnológicos ocorridos no contexto da Revolução Industrial Inglesa e as características das cidades industriais no início do século XIX? ","A facilidade em se estabelecerem relações lucrativas transformava as cidades em espaços privilegiados para a livre iniciativa, característica da nova sociedade capitalista.","O desenvolvimento de métodos de planejamento urbano aumentava a eficiência do trabalho industrial.","A construção de núcleos urbanos integrados por meios de transporte facilitava o deslocamento dos trabalhadores das periferias até as fábricas.","A grandiosidade dos prédios onde se localizavam as fábricas revelava os avanços da engenharia e da arquitetura do período, transformando as cidades em locais de experimentação estética e artística.","O alto nível de exploração dos trabalhadores industriais ocasionava o surgimento de aglomerados urbanos marcados por péssimas condições de moradia, saúde e higiene.","E",""
"ciencias-humanas",2010,13," As secas e o apelo econômico da borracha — produto que no final do século XIX alcançava preços altos nos mercados internacionais — motivaram a movimentação de massas humanas oriundas do Nordeste do Brasil para o Acre. Entretanto, até o início do século XX, essa região pertencia à Bolívia, embora a maioria da sua população fosse brasileira e não obedecesse à autoridade boliviana. Para reagir à presença de brasileiros, o governo de La Paz negociou o arrendamento da região a uma entidade internacional, o Bolivian Syndicate, iniciando violentas disputas dos dois lados da fronteira. O conflito só terminou em 1903, com a assinatura do Tratado de Petrópolis, pelo qual o Brasil comprou o território por 2 milhões de libras esterlinas.     DISPONÍVEL em: www.mre.gov.br.  Acesso em: 03 nov. 2008 (adaptado) "," Compreendendo o contexto em que ocorreram os fatos apresentados, o Acre tornou-se parte do território nacional brasileiro ","pela formalização do Tratado de Petrópolis, que indenizava o Brasil pela sua anexação.","por meio do auxílio do Bolivian Syndicate aos emigrantes brasileiros na região.","devido à crescente emigração de brasileiros que exploravam os seringais.","em função da presença de inúmeros imigrantes estrangeiros na região.","pela indenização que os emigrantes brasileiros pagaram à Bolívia.","C",""
"ciencias-humanas",2010,14," Coube aos Xavante e aos Timbira, povos indígenas do Cerrado, um recente e marcante gesto simbólico: a realização de sua tradicional corrida de toras (de buriti) em plena Avenida Paulista (SP), para denunciar o cerco de suas terras e a degradação de seus entornos pelo avanço do agronegócio. RICARDO, B.; RICARDO, F. Povos indígenas do Brasil: 2001- 2005. São Paulo: Instituto Socioambiental, 2006 (adaptado). "," A questão indígena contemporânea no Brasil evidencia a relação dos usos socioculturais da terra com os atuais problemas socioambientais, caracterizados pelas tensões entre ","a expansão territorial do agronegócio, em especial nas regiões Centro-Oeste e Norte, e as leis de proteção indígena e ambiental.","os grileiros articuladores do agronegócio e os povos indígenas pouco organizados no Cerrado.","as leis mais brandas sobre o uso tradicional do meio ambiente e as severas leis sobre o uso capitalista do meio ambiente.","os povos indígenas do Cerrado e os polos econômicos representados pelas elites industriais paulistas.","o campo e a cidade no Cerrado, que faz com que as terras indígenas dali sejam alvo de invasões urbanas.","A",""
"ciencias-humanas",2010,15," No dia 28 de fevereiro de 1985, era inaugurada a Estrada de Ferro Carajás, pertencente e diretamente operada pela Companhia Vale do Rio Doce (CVRD), na região Norte do país, ligando o interior ao principal porto da região, em São Luís. Por seus, aproximadamente, 900 quilômetros de linha, passam, hoje, 5353 vagões e 100 locomotivas. Dísponivel em: http://www.transportes.gov.br. Acesso em 27 jul. 2010 (adaptado). "," A ferrovia em questão é de extrema importância para a logística do setor primário da economia brasileira, em especial para porções dos estados do Pará e Maranhão. Um argumento que destaca a importância estratégica dessa porção do território é a ","produção de energia para as principais áreas industriais do país.","produção sustentável de recursos minerais não metálicos.","capacidade de produção de minerais metálicos.","logística de importação de matérias-primas industriais.","produção de recursos minerais energéticos.","C",""
"ciencias-humanas",2010,16," O Império Inca, que corresponde principalmente aos territórios da Bolívia e do Peru, chegou a englobar enorme contingente populacional. Cuzco, a cidade sagrada, era o centro administrativo, com uma sociedade fortemente estratificada e composta por imperadores, nobres, sacerdotes, funcionários do governo, artesãos, camponeses, escravos e soldados. A religião contava com vários deuses, e a base da economia era a agricultura. principalmente o cultivo da batata e do milho. "," A principal característica da sociedade inca era a ","ditadura teocrática, que igualava a todos.","existência da igualdade social e da coletivização da terra.","estrutura social desigual compensada pela coletivização de todos os bens.","existência de mobilidade social, o que levou à composição da elite pelo mérito.","impossibilidade de se mudar de extrato social e a existência de uma aristocracia hereditária. ","E",""
"ciencias-humanas",2010,17," Os vestígios dos povos Tupi-guarani encontram-se desde as Missões e o rio da Prata, ao sul, até o Nordeste, com algumas ocorrências ainda mal conhecidas no sul da Amazônia. A leste, ocupavam toda a faixa litorânea, desde o Rio Grande do Sul até o Maranhão. A oeste, aparece (no rio da Prata) no Paraguai e nas terras baixas da Bolívia. Evitam as terras inundáveis do Pantanal e marcam sua presença discretamente nos cerrados do Brasil central. De fato, ocuparam, de preferência, as regiões de floresta tropical e subtropical. PROUS. A. O Brasil antes dos brasileiros. Rio de Janeiro: Jorge Zahar. Editor, 2005. "," Os povos indígenas citados possuíam tradições culturais específicas que os distinguiam de outras sociedades indígenas e dos colonizadores europeus. Entre as tradições tupi-guarani, destacava-se ","a organização em aldeias politicamente independentes, dirigidas por um chefe, eleito pelos indivíduos mais velhos da tribo.","a ritualização da guerra entre as tribos e o caráter semissedentário de sua organização social.","a conquista de terras mediante operações militares, o que permitiu seu domínio sobre vasto território.","o caráter pastoril de sua economia, que prescindia da agricultura para investir na criação de animais.","o desprezo pelos rituais antropofágicos praticados em outras sociedades indígenas.","B",""
"ciencias-humanas",2010,18," A usina hidrelétrica de Belo Monte será construída no rio Xingu, no município de Vitória de Xingu, no Pará. A usina será a terceira maior do mundo e a maior totalmente brasileira, com capacidade de 11,2 mil megawatts. Os índios do Xingu tomam a paisagem com seus cocares, arcos e flechas. Em Altamira, no Pará, agricultores fecharam estradas de uma região que será inundada pelas águas da usina. BACOCCINA, D. QUEIROZ, G.: BORGES, R. Fim do leilão, começo da confusão. Istoé Dinheiro. Ano 13, n.o 655, 28 abri 2010 (adaptado). "," Os impasses, resistências e desafios associados à construção da Usina Hidrelétrica de Belo Monte estão relacionados ","ao potencial hidrelétrico dos rios no norte e nordeste quando comparados às bacias hidrográficas das regiões Sul, Sudeste e Centro-Oeste do país.","à necessidade de equilibrar e compatibilizar o investimento no crescimento do país com os esforços para a conservação ambiental.","à grande quantidade de recursos disponíveis para as obras e à escassez dos recursos direcionados para o pagamento pela desapropriação das terras.","ao direito histórico dos indígenas à posse dessas terras e à ausência de reconhecimento desse direito por parte das empreiteiras.","ao aproveitamento da mão de obra especializada disponível na região Norte e o interesse das construtoras na vinda de profissionais do Sudeste do país.","B",""
"ciencias-humanas",2010,19," Os tropeiros foram figuras decisivas na formação de vilarejos e cidades do Brasil colonial. A palavra tropeiro vem de “tropa” que, no passado, se referia ao conjunto de homens que transportava gado e mercadoria. Por volta do século XVIII, muita coisa era levada de um lugar a outro no lombo de mulas. O tropeirismo acabou associado à atividade mineradora, cujo auge foi a exploração de ouro em Minas Gerais e, mais tarde, em Goiás. A extração de pedras preciosas também atraiu grandes contingentes populacionais para as novas áreas e, por isso, era cada vez mais necessário dispor de alimentos e produtos básicos. A alimentação dos tropeiros era constituída por toucinho, feijão preto, farinha, pimenta-do-reino, café, fubá e coité (um molho de vinagre com fruto cáustico espremido). Nos pousos, os tropeiros comiam feijão quase sem molho com pedaços de carne de sol e toucinho, que era servido com farofa e couve picada. O feijão tropeiro é um dos pratos típicos da cozinha mineira e recebe esse nome porque era preparado pelos cozinheiros das tropas que conduziam o gado. Disponível em http://www.tribunadoplanalto.com.br. Acesso em: 27 nov. 2008. "," A criação do feijão tropeiro na culinária brasileira está relacionada à ","atividade comercial exercida pelos homens que trabalhavam nas minas.","atividade culinária exercida pelos moradores cozinheiros que viviam nas regiões das minas.","atividade mercantil exercida pelos homens que transportavam gado e mercadoria.","atividade agropecuária exercida pelos tropeiros que necessitavam dispor de alimentos.","atividade mineradora exercida pelos tropeiros no auge da exploração do ouro.","C",""
"ciencias-humanas",2010,20," I — Para consolidar-se como governo, a República precisava eliminar as arestas, conciliar-se com o passado monarquista, incorporar distintas vertentes do republicanismo. Tiradentes não deveria ser visto como herói republicano radical, mas sim como herói cívico-religioso, como mártir, integrador, portador da imagem do povo inteiro. CARVALHO, J. M. C. A formação das almas: O imaginário da República no Brasil. São Paulo: Companhia das Letras, 1990 I — Ei-lo, o gigante da praça, / O Cristo da multidão! É Tiradentes quem passa / Deixem passar o Titão. ALVES, C. Gonzaga ou a revolução de Minas. In: CARVALHO, J. M. C. A formação das almas. O imaginário da República no Brasil. São Paulo: Companhia das Letras, 1990. "," A 1ª República brasileira, nos seus primórdios, precisava constituir uma figura heroica capaz de congregar diferenças e sustentar simbolicamente o novo regime. Optando pela figura de Tiradentes, deixou de lado figuras como Frei Caneca ou Bento Gonçalves. A transformação do inconfidente em herói nacional evidencia que o esforço de construção de um simbolismo por parte da República estava relacionado ","ao caráter nacionalista e republicano da Inconfidência, evidenciado nas ideias e na atuação de Tiradentes.","à identificação da Conjuração Mineira como o movimento precursor do positivismo brasileiro.","ao fato de a proclamação da República ter sido um movimento de poucas raízes populares, que precisava de legitimação.","à semelhança física entre Tiradentes e Jesus, que proporcionaria, a um povo católico como o brasileiro, uma fácil identificação.","ao fato de Frei Caneca e Bento Gonçalves terem liderado movimentos separatistas no Nordeste e no Sul do país.","C",""
"ciencias-humanas",2010,21," Negro, filho de escrava e fidalgo português, o baiano Luiz Gama fez da lei e das letras suas armas na luta pela liberdade. Foi vendido ilegalmente como escravo pelo seu pai para cobrir dívidas de jogo. Sabendo ler e escrever, aos 18 anos de idade conseguiu provas de que havia nascido livre. Autodidata, advogado sem diploma, fez do direito o seu ofício e transformou-se, em pouco tempo, em proeminente advogado da causa abolicionista. AZEVEDO, E. O Orfeu de carapinha. In: Revista de História.Ano 1, n.o 3. Rio de Janeiro: Biblioteca Nacional, jan. 2004 (adaptado). "," A conquista da liberdade pelos afro-brasileiros na segunda metade do séc. XIX foi resultado de importantes lutas sociais condicionadas historicamente. A biografia de Luiz Gama exemplifica a ","impossibilidade de ascensão social do negro forro em uma sociedade escravocrata, mesmo sendo alfabetizado.","extrema dificuldade de projeção dos intelectuais negros nesse contexto e a utilização do Direito como canal de luta pela liberdade.","rigidez de uma sociedade, assentada na escravidão, que inviabilizava os mecanismos de ascensão social.","possibilidade de ascensão social, viabilizada pelo apoio das elites dominantes, a um mestiço filho de pai português.","troca de favores entre um representante negro e a elite agrária escravista que outorgara o direito advocatício ao mesmo.","B",""
"ciencias-humanas",2010,22," Substitui-se então uma história crítica, profunda, por uma crônica de detalhes onde o patriotismo e a bravura dos nossos soldados encobrem a vilania dos motivos que levaram a Inglaterra a armar brasileiros e argentinos para a destruição da mais gloriosa república que já se viu na América Latina, a do Paraguai. CHIAVENATTO, J. J. Genocídio americano: A Guerra do Paraguai. São Paulo: Brasiliense, 1979 (adaptado). O imperialismo inglês, “destruindo o Paraguai, mantém o status quo na América Meridional, impedindo a ascensão do seu único Estado economicamente livre”. Essa teoria conspiratória vai contra a realidade dos fatos e não tem provas documentais. Contudo essa teoria tem alguma repercussão. (DORATIOTO. F. Maldita guerra: nova história da Guerra do Paraguai. São Paulo: Cia. das Letras, 2002 (adaptado). "," Uma leitura dessas narrativas divergentes demonstra que ambas estão refletindo sobre ","a carência de fontes para a pesquisa sobre os reais motivos dessa Guerra.","o caráter positivista das diferentes versões sobre essa Guerra.","o resultado das intervenções britânicas nos cenários de batalha.","a dificuldade de elaborar explicações convincentes sobre os motivos dessa Guerra.","o nível de crueldade das ações do exército brasileiro e argentino durante o conflito.","D",""
"ciencias-humanas",2010,23," Quem construiu a Tebas de sete portas? Nos livros estão nomes de reis. Arrastaram eles os blocos de pedra? E a Babilônia várias vezes destruída. Quem a reconstruiu tantas vezes? Em que casas da Lima dourada moravam os construtores? Para onde foram os pedreiros, na noite em que a Muralha da China ficou pronta? A grande Roma está cheia de arcos do triunfo. Quem os ergueu? Sobre quem triunfaram os césares? BRECHT, B. Perguntas de um trabalhador que lê. Disponível em: http://recantodasletras.uol.com.br. Acesso em: 28 abr. 2010. "," Partindo das reflexões de um trabalhador que lê um livro de História, o autor censura a memória construída sobre determinados monumentos e acontecimentos históricos. A crítica refere-se ao fato de que ","os agentes históricos de uma determinada sociedade deveriam ser aqueles que realizaram feitos heroicos ou grandiosos e, por isso, ficaram na memória.","a História deveria se preocupar em memorizar os nomes de reis ou dos governantes das civilizações que se desenvolveram ao longo do tempo.","grandes monumentos históricos foram construídos por trabalhadores, mas sua memória está vinculada aos governantes das sociedades que os construíram.","os trabalhadores consideram que a História é uma ciência de difícil compreensão, pois trata de sociedades antigas e distantes no tempo.","as civilizações citadas no texto, embora muito importantes, permanecem sem terem sido alvos de pesquisas históricas.","C",""
"ciencias-humanas",2010,24," As ruínas do povoado de Canudos, no sertão norte da Bahia, além de significativas para a identidade cultural, dessa região, são úteis às investigações sobre a Guerra de Canudos e o modo de vida dos antigos revoltosos. "," Essas ruínas foram reconhecidas como patrimônio cultural material pelo Iphan (Instituto do Patrimônio Histórico e Artístico Nacional) porque reúnem um conjunto de ","objetos arqueológicos e paisagísticos.","acervos museológicos e bibliográficos.","núcleos urbanos e etnográficos","práticas e representações de uma sociedade.","expressões e técnicas de uma sociedade extinta.","A",""
"ciencias-humanas",2010,25," Em 2008 foram comemorados os 200 anos da mudança da família real portuguesa para o Brasil, onde foi instalada a sede do reino. Uma sequência de eventos importantes ocorreu no período 1808-1821, durante os 13 anos em que D. João VI e a família real portuguesa permaneceram no Brasil. Entre esses eventos, destacam-se os seguintes: • Bahia – 1808: Parada do navio que trazia a família real portuguesa para o Brasil, sob a proteção da marinha britânica, fugindo de um possível ataque de Napoleão. • Rio de Janeiro – 1808: desembarque da família real portuguesa na cidade onde residiriam durante sua permanência no Brasil. • Salvador – 1810: D. João VI assina a carta régia de abertura dos portos ao comércio de todas as nações amigas, ato antecipadamente negociado com a Inglaterra em troca da escolta dada à esquadra portuguesa. • Rio de Janeiro – 1816: D. João VI torna-se rei do Brasil e de Portugal, devido à morte de sua mãe, D. Maria I. • Pernambuco – 1817: As tropas de D. João VI sufocam a revolução republicana. GOMES. L. 1808: como uma rainha louca, um príncipe medroso e uma corte corrupta enganaram Napoleão e mudaram a história de Portugal e do Brasil. São Paulo: Editora Planeta, 2007 (adaptado) "," Uma das consequências desses eventos foi ","a decadência do império britânico, em razão do contrabando de produtos ingleses através dos portos brasileiros,","o fim do comércio de escravos no Brasil, porque a Inglaterra decretara, em 1806, a proibição do tráfico de escravos em seus domínios.","a conquista da região do rio da Prata em represália à aliança entre a Espanha e a França de Napoleão.","a abertura de estradas, que permitiu o rompimento do isolamento que vigorava entre as províncias do país, o que dificultava a comunicação antes de 1808.","o grande desenvolvimento econômico de Portugal após a vinda de D. João VI para o Brasil, uma vez que cessaram as despesas de manutenção do rei e de sua família.","C",""
"ciencias-humanas",2010,26," O artigo 402 do Código penal Brasileiro de 1890 dizia: Fazer nas ruas e praças públicas exercícios de agilidade e destreza corporal, conhecidos pela denominação de capoeiragem: andar em correrias, com armas ou instrumentos capazes de produzir uma lesão corporal, provocando tumulto ou desordens. Pena: Prisão de dois a seis meses. SOARES, C. E. L. A Negregada instituição: os capoeiras no Rio de Janeiro: 1850-1890. Rio de Janeiro: Secretaria Municipal de Cultura, 1994 (adaptado). "," O artigo do primeiro Código Penal Republicano naturaliza medidas socialmente excludentes. Nesse contexto, tal regulamento expressava ","a manutenção de parte da legislação do Império com vistas ao controle da criminalidade urbana.","a defesa do retorno do cativeiro e escravidão pelos primeiros governos do período republicano.","o caráter disciplinador de uma sociedade industrializada, desejosa de um equilíbrio entre progresso e civilização.","a criminalização de práticas culturais e a persistência de valores que vinculavam certos grupos ao passado de escravidão.","o poder do regime escravista, que mantinha os negros como categoria social inferior, discriminada e segregada.","D",""
"ciencias-humanas",2010,27," A política foi, inicialmente, a arte de impedir as pessoas de se ocuparem do que lhes diz respeito. Posteriormente, passou a ser a arte de compelir as pessoas a decidirem sobre aquilo de que nada entendem. VALÉRY, P. Cadernos. Apud BENEVIDES, M. V. M. A cidadania ativa. São Paulo: Ática, 1996. "," Nessa definição, o autor entende que a história da política está dividida em dois momentos principais: um primeiro, marcado pelo autoritarismo excludente, e um segundo, caracterizado por uma democracia incompleta. Considerando o texto, qual é o elemento comum a esses dois momentos da história política? ","A distribuição equilibrada do poder.","O impedimento da participação popular."," O controle das decisões por uma minoria.","A valorização das opiniões mais competentes.","A sistematização dos processos decisórios.","C",""
"ciencias-humanas",2010,28," O príncipe, portanto, não deve se incomodar com a reputação de cruel, se seu propósito é manter o povo unido e leal. De fato, com uns poucos exemplos duros poderá ser mais clemente do que outros que, por muita piedade, permitem os distúrbios que levem ao assassínio e ao roubo. MAQUIAVEL, N. O Príncipe, São Paulo: Martin Claret, 2009. "," No século XVI, Maquiavel escreveu O Príncipe, reflexão sobre a Monarquia e a função do governante. A manutenção da ordem social, segundo esse autor, baseava-se na ","inércia do julgamento de crimes polêmicos.","bondade em relação ao comportamento dos mercenários.","compaixão quanto à condenação de transgressões religiosas.","neutralidade diante da condenação dos servos.","conveniência entre o poder tirânico e a moral do príncipe.","E",""
"ciencias-humanas",2010,29," Eu, o Príncipe Regente, faço saber aos que o presente Alvará virem: que desejando promover e adiantar a riqueza nacional, e sendo um dos mananciais dela as manufaturas e a indústria, sou servido abolir e revogar toda e qualquer proibição que haja a este respeito no Estado do Brasil. Alvará de liberdade para as indústrias (1.o de Abril de 1808). In Bonavides, P.; Amaral, R. Textos políticos da História do Brasil. Vol. 1. Brasília: Senado Federal, 2002 (adaptado). "," O projeto industrializante de D. João, conforme expresso no alvará, não se concretizou. Que características desse período explicam esse fato? ","A ocupação de Portugal pelas tropas francesas e o fechamento das manufaturas portuguesas. ","A dependência portuguesa da Inglaterra e o predomínio industrial inglês sobre suas redes de comércio.","A desconfiança da burguesia industrial colonial diante da chegada da família real portuguesa.","O confronto entre a França e a Inglaterra e a posição dúbia assumida por Portugal no comércio internacional.","O atraso industrial da colônia provocado pela perda de mercados para as indústrias portuguesas.","B",""
