"ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
2011,"149","Observe as dicas para calcular a quantidade certa de alimentos e bebidas para as festas de fim de ano: • Para o prato principal, estime 250 gramas de carne para cada pessoa.• Um copo americano cheio de arroz rende o suficiente para quatro pessoas. • Para a farofa, calcule quatro colheres de sopa por convidado. • Uma garrafa de vinho serve seis pessoas. • Uma garrafa de cerveja serve duas. • Uma garrafa de espumante serve três convidados. Quem organiza festas faz esses cálculos em cima do total de convidados, independente do gosto de cada um. Quantidade certa de alimentos e bebidas evita o desperdício da ceia. Jornal Hoje. 17 dez. 2010 (adaptado).","Um anfitrião decidiu seguir essas dicas ao se preparar para receber 30 convidados para a ceia de Natal. Para seguir essas orientações à risca, o anfitrião deverá dispor de","120 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.","120 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 30 de cerveja e 10 de espumante.","75 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.","7,5 kg de carne, 7 copos americanos, 120 colheres de sopa de farofa, 5 garrafas de vinho, 30 de cerveja e 10 de espumante.","7,5 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.","E","---"
2011,"150","A participação dos estudantes na Olimpíada Brasileira de Matemática das Escolas Públicas (OBMEP) aumenta a cada ano. O quadro indica o percentual de medalhistas de ouro, por região, nas edições da OBMEP de 2005 a 2009:","Em relação às edições de 2005 a 2009 da OBMEP, qual o percentual médio de medalhistas de ouro da região Nordeste?","14,6%","18,2%","18,4%","19,0%","21,0%","C","enem-data/enem-2011/150-images/context_img_0.png"
2011,"151","As frutas que antes se compravam por dúzias, hoje em dia, podem ser compradas por quilogramas, existindo também a variação dos preços de acordo com a época de produção. Considere que, independente da época ou variação de preço, certa fruta custa R$ 1,75 o quilograma.","Dos gráficos a seguir, o que representa o preço m pago em reais pela compra de n quilogramas desse produto é","A","B","C","D","E","E","---"
2011,"152","Um bairro de uma cidade foi planejado em uma região plana, com ruas paralelas e perpendiculares, delimitando quadras de mesmo tamanho. No plano de coordenadas cartesianas seguinte, esse bairro localiza-se no segundo quadrante, e as distâncias nos eixos são dadas em quilômetros.","A reta de equação y = x + 4 representa o planejamento do percurso da linha do metrô subterrâneo que atravessará o bairro e outras regiões da cidade. No ponto P = (-5, 5), localiza-se um hospital público. A comunidade solicitou ao comitê de planejamento que fosse prevista uma estação do metrô de modo que sua distância ao hospital, medida em linha reta, não fosse maior que 5 km.Atendendo ao pedido da comunidade, o comitê argumentou corretamente que isso seria automaticamente satisfeito, pois já estava prevista a construção de uma estação no ponto.","(–5, 0).","(–3, 1).","(–2, 1).","(0, 4).","(2, 6).","B","enem-data/enem-2011/152-images/context_img_0.png"
2011,"153","O Índice de Massa Corporal (IMC) é largamente utilizado há cerca de 200 anos, mas esse cálculo representa muito mais a corpulência que a adiposidade, uma vez que indivíduos musculosos e obesos podem apresentar o mesmo IMC. Uma nova pesquisa aponta o Índice de Adiposidade Corporal (IAC) como uma alternativa mais fidedigna para quantificar a gordura corporal, utilizando a medida do quadril e a altura. A figura mostra como calcular essas medidas, sabendo-se que, em mulheres, a adiposidade normal está entre 19% e 26%. Disponível em: http://www1.folha.uol.com.br. Acesso em: 24 abr. 2011(adaptado).","Uma jovem com IMC = 20 kg/m², 100 cm de circunferência dos quadris e 60 kg de massa corpórea resolveu averiguar seu IAC. Para se enquadrar aos níveis de normalidade de gordura corporal, a atitude adequada que essa jovem deve ter diante da nova medida é","reduzir seu excesso de gordura em cerca de 1%.","reduzir seu excesso de gordura em cerca de 27%.","manter seus níveis atuais de gordura.","aumentar seu nível de gordura em cerca de 1%.","aumentar seu nível de gordura em cerca de 27%.","A","---"
2011,"154","Imagem. Disponível em: http://www.diaadia.pr.gov.br. Acesso em: 28 abr. 2010.","O polígono que dá forma a essa calçada é invariante por rotações, em torno de seu centro, de","45°.","60°.","90°.","120°.","180°.","D","---"
2011,"155","O saldo de contratações no mercado formal no setor varejista da região metropolitana de São Paulo registrou alta. Comparando as contratações deste setor no mês de fevereiro com as de janeiro deste ano, houve incremento de 4 300 vagas no setor, totalizando 880 605 trabalhadores com carteira assinada. Disponível em: http://www.folha.uol.com.br. Acesso em: 26 abr. 2010 (adaptado).Suponha que o incremento de trabalhadores no setor varejista seja sempre o mesmo nos seis primeiros meses do ano.","Considerando-se que y e x representam, respectivamente, as quantidades de trabalhadores no setor varejista e os meses, janeiro sendo o primeiro, fevereiro, o segundo, e assim por diante, a expressão algébrica que relaciona essas quantidades nesses meses é","y = 4 300x","y = 884 905x","y = 872 005 + 4 300x","y = 876 305 + 4 300x","y = 880 605 + 4 300x","C",""
2011,"156","A tabela compara o consumo mensal, em kWh, dos consumidores residenciais e dos de baixa renda, antes e depois da redução da tarifa de energia no estado de Pernambuco.Considere dois consumidores: um que é de baixa renda e gastou 100 kWh e outro do tipo residencial que gastou 185 kWh.","A diferença entre o gasto desses consumidores com 1 kWh, depois da redução da tarifa de energia, mais aproximada, é de","R$ 0,27.","R$ 0,29.","R$ 0,32.","R$ 0,34.","R$ 0,61.","B","enem-data/enem-2011/156-images/context_img_0.png"
2011,"157","Um jovem investidor precisa escolher qual investimento lhe trará maior retorno financeiro em uma aplicação de R$ 500,00. Para isso, pesquisa o rendimento e o imposto a ser pago em dois investimentos: poupança e CDB (certificado de depósito bancário). As informações obtidas estão resumidas no quadro:","Para o jovem investidor, ao final de um mês, a aplicação mais vantajosa é","a poupança, pois totalizará um montante de R$ 502,80.","a poupança, pois totalizará um montante de R$ 500,56.","o CDB, pois totalizará um montante de R$ 504,38.","o CDB, pois totalizará um montante de R$ 504,21.","o CDB, pois totalizará um montante de R$ 500,87.","D","---"
2011,"158","Para determinar a distância de um barco até a praia, um navegante utilizou o seguinte procedimento: a partir de um ponto A, mediu o ângulo visual α fazendo mira em um ponto fixo P da praia. Mantendo o barco no mesmo sentido, ele seguiu até um ponto B de modo que fosse possível ver o mesmo ponto P da praia, no entanto sob um ângulo visual 2α. A figura ilustra essa situação: Suponha que o navegante tenha medido o ângulo α = 30°  e, ao chegar ao ponto B, verificou que o barco havia percorrido a distância AB = 2 000 m.","Com base nesses dados e mantendo a mesma trajetória, a menor distância do barco até o ponto fixo P será","1 000 m.","1 000 √3 m.","2 000 √3/3 m.","2 000 m","2 000 √3 m.","B","enem-data/enem-2011/158-images/context_img_0.png"
2011,"159","Rafael mora no Centro de uma cidade e decidiu se mudar, por recomendações médicas, para uma das regiões: Rural, Comercial, Residencial Urbano ou Residencial Suburbano. A principal recomendação médica foi com as temperaturas das “ilhas de calor” da região, que deveriam ser inferiores a 31°C. Tais temperaturas são apresentadas no gráfico:","Escolhendo, aleatoriamente, uma das outras regiões para morar, a probabilidade de ele escolher uma região que seja adequada às recomendações médicas é","1/5","1/4","2/5","3/5","3/4","E","enem-data/enem-2011/159-images/context_img_0.png"
2011,"160","O prefeito de uma cidade deseja construir uma rodovia para dar acesso a outro município. Para isso, foi aberta uma licitação na qual concorreram duas empresas. A primeira cobrou R$ 100 000,00 por km construído (n), acrescidos de um valor fixo de R$ 350 000,00, enquanto a segunda cobrou R$ 120 000,00 por km construído (n) acrescido de um valor fixo de R$ 150  000,00. As duas empresas apresentam o mesmo padrão de qualidade dos serviços prestados, mas apenas uma delas poderá ser contratada.","Do ponto de vista econômico, qual equação possibilitaria encontrar a extensão da rodovia que tornaria indiferente para a prefeitura escolher qualquer uma das propostas apresentadas?","100n + 350 = 120n + 150","100n + 150 = 120n + 350","100(n + 350) = 120(n + 150)","100(n + 350 000) = 120(n + 150 000)","350(n + 100 000) = 150(n + 120 000)","A",""
2011,"161","O número mensal de passagens de uma determinada empresa aérea aumentou no ano passado nas seguintes condições: em janeiro foram vendidas 33 000 passagens; em fevereiro, 34 500; em março, 36 000. Esse padrão de crescimento se mantém para os meses subsequentes.","Quantas passagens foram vendidas por essa empresa em julho do ano passado?","38 000","40 500","41 000","42 000","48 000","D",""
2011,"162","Uma pessoa aplicou certa quantia em ações. No primeiro mês, ela perdeu 30% do total do investimento e, no segundo mês, recuperou 20% do que havia perdido. Depois desses dois meses, resolveu tirar o montante de R$ 3 800,00 gerado pela aplicação.","A quantia inicial que essa pessoa aplicou em ações corresponde ao valor de","R$ 4 222,22.","R$ 4 523,80.","R$ 5 000,00.","D R$ 13 300,00.","R$ 17 100,00.","C",""
2011,"163","Muitas medidas podem ser tomadas em nossas casas visando à utilização racional de energia elétrica. Isso deve ser uma atitude diária de cidadania. Uma delas pode ser a redução do tempo no banho. Um chuveiro com potência de 4 800 W consome 4,8 kW por hora.","Uma pessoa que toma dois banhos diariamente, de 10 minutos cada, consumirá, em sete dias, quantos kW?","0,8","1,6","5,6","11,2","33,6","D",""
2011,"164","Cerca de 20 milhões de brasileiros vivem na região coberta pela caatinga, em quase 800 mil km² de área. Quando não chove, o homem do sertão e dua família precisam caminhar quilômetros em busca da água dos açudes. A irregularidade climática é um dos fatores que mais interferem na vida do sertanejo.Disponível em: http://www.wwf.org.br. Acesso em: 23 abr. 2010.","Segundo este levantamento, a densidade demográfica da região coberta pela caatinga, em habitantes por km², é de","250.","25.","2,5.","0,25.","0,025.","B",""
2011,"165","O gráfico mostra a velocidade de conexão à internet utilizada em domicílios no Brasil. Esses dados são resultado da mais recente pesquisa, de 2009, realizada pelo Comitê Gestor da Internet (CGI). Disponível em: http://agencia.ipea.gov.br. Acesso em: 28 abr. 2010 (adaptado).","Escolhendo-se, aleatoriamente, um domicílio pesquisado, qual a chance de haver banda larga de conexão de pelo menos 1 Mbps neste domicílio?","0,45","0,42","0,30","0,22","0,15","D","---"
2011,"166","Todo o país passa pela primeira fase de campanha de vacinação contra a gripe suína (H1N1). Segundo um médico infectologista do Instituto Emílio Ribas, de São Paulo, a imunização “deve mudar”, no país, a história da epidemia. Com a vacina, de acordo com ele, o Brasil tem a chance de barrar uma tendência do crescimento da doença, que já matou 17 mil no mundo. A tabela apresenta dados específicos de um único posto de vacinação. ","Escolhendo-se aleatoriamente uma pessoa atendida nesse posto de vacinação, a probabilidade de ela ser portadora de doença crônica é","8%.","9%.","11%.","12%.","22%.","C","enem-data/enem-2011/166-images/context_img_0.png"
2011,"167","Em um jogo disputado em uma mesa de sinuca, há 16 bolas: 1 branca e 15 coloridas, as quais, de acordo com a coloração, valem de 1 a 15 pontos (um valor para cada bola colorida).O jogador acerta o taco na bola branca de forma que esta acerte as outras, com o objetivo de acertar duas das quinze bolas em quaisquer caçapas. Os valores dessas duas bolas são somados e devem resultar em um valor escolhido pelo jogador antes do início da jogada.Arthur, Bernardo e Caio escolhem os números 12, 17 e 22 como sendo resultados de suas respectivas somas.","Com essa escolha, quem tem a maior probabilidade de ganhar o jogo é","Arthur, pois a soma que escolheu é a menor.","Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 4 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.","Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.","Caio, pois há 10 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 8 possibilidades para a escolha de Bernardo.","Caio, pois a soma que escolheu é a maior.","C",""
2011,"168","É possível usar água ou comida para atrair as aves e observá-las. Muitas pessoas costumam usar água com açúcar, por exemplo, para atrair beija-flores. Mas é importante saber que, na hora de fazer a mistura, você deve sempre usar uma parte de açúcar para cinco  partes de água. Além disso, em dias quentes, precisa trocar a água de duas a três vezes, pois com o calor ela pode fermentar e, se for ingerida pela ave, pode deixá-la doente. O excesso de açúcar, ao cristalizar, também pode manter o bico da ave fechado, impedindo-a de se alimentar. Isso pode até matá-la.Ciência Hoje das Crianças. FNDE; Instituto Ciência Hoje, ano 19, n.166, mar.1996 Pretende-se encher completamente um copo com a mistura para atrais beija-flores.","O copo tem formato cilíndrico, e suas medidas são 10 cm de altura e 4 cm de diâmetro. A quantidade de água que deve ser utilizada na mistura é cerca de (utilize π = 3)","20 mL.","24 mL.","100 mL.","120 mL.","600 mL.","C",""
2011,"169","A figura apresenta informações biométricas de um homem (Duílio) e de uma mulher (Sandra) que estão buscando alcançar seu peso ideal a partir das atividades físicas (corrida). Para se verificar a escala de obesidade, foi desenvolvida a fórmula que permite verificar o Índice de Massa Corporal (IMC). Esta fórmula é apresentada como IMC = m/h², onde m é a massa em quilogramas e h é altura em metros. No quadro é apresentada a Escala de Índice de Massa Corporal com as respectivas categorias relacionadas aos pesos.","A partir dos dados biométricos de Duílio e Sandra e da Escala de IMC, o valor IMC e a categoria em que cada uma das pessoas se posiciona na Escala são","Duílio tem o IMC 26,7 e Sandra tem o IMC 26,6, estando ambos na categoria de sobrepeso.","Duílio tem o IMC 27,3 e Sandra tem o IMC 29,1estando ambos na categoria de sobrepeso.","Duílio tem o IMC 27,3 e Sandra tem o IMC 26,6, estando ambos na categoria de sobrepeso.","Duílio tem o IMC 25,6, estando na categoria de sobrepeso, e Sandra tem o IMC 24,7, estando na categoria de peso normal.","Duílio tem o IMC 25,1, estando na categoria de sobrepeso, e Sandra tem o IMC 22,6, estando na categoria de peso normal.","B","enem-data/enem-2011/169-images/context_img_0.png,enem-data/enem-2011/169-images/context_img_1.png"
2011,"170","O atletismo é um dos esportes que mais se identificam com o espírito olímpico. A figura ilustra uma pista de atletismo. A pista é composta por oito raias e tem largura de 9,76 m. As raias são numeradas do centro da pista para a extremidade e são construídas de segmentos de retas paralelas e arcos de circunferência. Os dois semicírculos da pista são iguais.","Se os atletas partissem do mesmo ponto, dando uma volta completa, em qual das raias o corredor estaria sendo beneficiado?","1","4","5","7","8","A","enem-data/enem-2011/170-images/context_img_0.png"
2011,"171","Nos últimos cinco anos, 32 mil mulheres de 20 a 24 anos foram internadas nos hospitais do SUS por causa de AVC. Entre os homens da mesma faixa etária, houve 28 mil internações pelo mesmo motivo.Época.26 abr. 2010 (adaptado).Suponha que, nos próximos cinco anos, haja um acréscimo de 8 mil internações de mulheres e que o acréscimo de internações de homens por AVC ocorra na mesma proporção.","De acordo com as informações dadas, o número de homens que seriam internados por AVC, nos próximos cinco anos, corresponderia a","4 mil.","9 mil.","21 mil.","35 mil.","39 mil.","D",""
2011,"172","Uma enquete, realizada em março de 2010, perguntava aos internautas se eles acreditavam que as atividades humanas provocam o aquecimento global. Eram três as alternativas possíveis e 279 internautas responderam à enquete, como mostra o gráfico.","Analisando os dados do gráfico, quantos internautas responderam “NÃO” à enquete?","Menos de 23.","Mais de 23 e menos de 25.","Mais de 50 e menos de 75.","Mais de 100 e menos de 190.","Mais de 200.","C","enem-data/enem-2011/172-images/context_img_0.png"
2011,"173","A cor de uma estrela tem relação com a temperatura em sua superfície. Estrelas não muito quentes (cerca de 3 000 K) nos parecem avermelhadas. Já as estrelas amarelas, como o Sol, possuem temperatura em torno dos 6 000 K; as mais quentes são brancas ou azuis porque sua temperatura fica acima dos 10 000 K.A tabela apresenta uma classificação espectral e outros dados para as estrelas dessas classes.","Se tomarmos uma estrela que tenha temperatura 5 vezes maior que a temperatura do Sol, qual será a ordem de grandeza de sua luminosidade?","20 000 vezes a luminosidade do Sol.","28 000 vezes a luminosidade do Sol.","28 850 vezes a luminosidade do Sol.","30 000 vezes a luminosidade do Sol.","50 000 vezes a luminosidade do Sol.","A","enem-data/enem-2011/173-images/context_img_0.png"
2011,"174","O setor de recursos humanos de uma empresa vai realizar uma entrevista com 120 candidatos a uma vaga de contador. Por sorteio, eles pretendem atribuir a cada candidato um número, colocar a lista de números em ordem numérica crescente e usá-la para convocar os interessados. Acontece que, por um defeito do computador, foram gerados números com 5 algarismos distintos e, em nenhum deles, apareceram dígitos pares.","Em razão disso, a ordem de chamada do candidato que tiver recebido o número 75 913 é","24","31","32","88","89","E",""
2011,"175","Um técnico em refrigeração precisa revisar todos os pontos de saída de ar de um escritório com várias salas. Na imagem apresentada, cada ponto indicado por uma letra é a saída do ar, e os segmentos são as tubulações.","Iniciando a revisão pelo ponto K e terminando em F, sem passar mais de uma vez por cada ponto, o caminho será passando pelos pontos","K, I e F.","K, J, I, G, L e F.","K, L, G, I, J, H e F.","K, J, H, I, G, L e F.","K, L, G, I, H, J e F.","C","enem-data/enem-2011/175-images/context_img_0.png"
2011,"176","O termo agronegócio não se refere apenas à agricultura e à pecuária, pois as atividades ligadas a essa produção incluem fornecedores de equipamentos, serviços para a zona rural, industrialização e comercialização dos produtos.O gráfico seguinte mostra a participação percentual do agronegócio no PIB brasileiro: Esse gráfico foi usado em uma palestra na qual o orador ressaltou uma queda da participação do agronegócio no PIB brasileiro e a posterior recuperação dessa participação, em termos percentuais.","Segundo o gráfico, o período de queda ocorreu entre os anos de","1998 e 2001","2001 e 2003","2003 e 2006","2003 e 2007","2003 e 2008","C","enem-data/enem-2011/176-images/context_img_0.png"
2011,"177","A resistência das vigas de dado comprimento é diretamente proporcional à largura (b) e ao quadrado da altura (d), conforme a figura. A constante de proporcionalidade k varia de acordo com o material utilizado na sua construção.","Considerando-se S como a resistência, a representação algébrica que exprime essa relação é","S = k . b . d","S = b . d²","S = k . b . d²","S = (k . b)/d","S = (k . d²)/b","C","enem-data/enem-2011/177-images/context_img_0.png"
2011,"178","Considere que uma pessoa decida investir uma determinada quantia e que lhe sejam apresentadas três possibilidades de investimento, com rentabilidades líquidas garantidas pelo período de um ano, conforme descritas:Investimento A: 3% ao mês Investimento B: 36% ao ano Investimento C: 18% ao semestre As rentabilidades, para esses investimentos, incidem sobre o valor do período anterior. O quadro fornece algumas aproximações para a análise das rentabilidades:","Para escolher o investimento com a maior rentabilidade anual, essa pessoa deverá","escolher qualquer um dos investimentos A, B ou C, pois as suas rentabilidades anuais são iguais a 36%.","escolher os investimentos A ou C, pois suas rentabilidades anuais são iguais a 39%.","escolher o investimento A, pois a sua rentabilidade anual é maior que as rentabilidades anuais dos investimentos B e C.","escolher o investimento B, pois sua rentabilidade de 36% é maior que as rentabilidades de 3% do investimento A e de 18% do investimento C.","escolher o investimento C, pois sua rentabilidade de 39% ao ano é maior que a rentabilidade de 36% ao ano dos investimentos A e B.","C","enem-data/enem-2011/178-images/context_img_0.png"
2011,"179","Uma indústria fabrica um único tipo de produto e sempre vende tudo o que produz. O custo total para fabricar uma quantidade q de produtos é dado por uma função, simbolizada por CT, enquanto o faturamento que a empresa obtém com a venda da quantidade q também é uma função, simbolizada por FT. O lucro total (LT) obtido pela venda da quantidade q de produtos é dado pela expressão LT(q) = FT(q) – CT(q).","Considerando-se as funções FT(q) = 5q e CT(q) = 2q + 12 como faturamento e custo, qual a quantidade mínima de produtos que a indústria terá de fabricar para não ter prejuízo?","1","3","4","5","","D",""
2011,"180","Uma empresa de telefone fixa oferece dois planos aos seus clientes: no plano K, o cliente paga R$ 29,90 por  200 minutos mensais e R$ 0,20 por cada minuto excedente; no plano Z, paga R$ 49,90 por 300 minutos mensais e R$ 0,10 por cada minuto excedente.","O gráfico que representa o valor pago, em reais, nos dois planos em função dos minutos utilizados é","enem-data/enem-2011/180-images/alt_img_0.png","enem-data/enem-2011/180-images/alt_img_1.png","enem-data/enem-2011/180-images/alt_img_2.png","enem-data/enem-2011/180-images/alt_img_3.png","enem-data/enem-2011/180-images/alt_img_4.png","D",""
